Product_ID;CurrencyKey;UnitCost_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate
"0101040104015";"23";"585.5588";"2016-10-01";"";"2019-04-16"
"0101040104016";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104017";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104018";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104019";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104020";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101060106001";"23";"97.3208";"2016-10-01";"";"2019-04-16"
"0101060106002";"23";"97.3208";"2016-10-01";"";"2019-04-16"
"0101060106003";"23";"97.3208";"2016-10-01";"";"2019-04-16"
"0101060106004";"23";"97.3208";"2016-10-01";"";"2019-04-16"
"0101060106005";"23";"163.811";"2016-10-01";"";"2019-04-16"
"0101060106006";"23";"163.811";"2016-10-01";"";"2019-04-16"
"0101060106007";"23";"163.811";"2016-10-01";"";"2019-04-16"
"0101060106008";"23";"163.811";"2016-10-01";"";"2019-04-16"
"0101060106009";"23";"128.4798";"2016-10-01";"";"2019-04-16"
"0101060106010";"23";"129.6373";"2016-10-01";"";"2019-04-16"
"0101060106011";"23";"129.6373";"2016-10-01";"";"2019-04-16"
"0101060106012";"23";"129.6373";"2016-10-01";"";"2019-04-16"
"0101060106013";"23";"138.5522";"2016-10-01";"";"2019-04-16"
"0101060106014";"23";"138.5522";"2016-10-01";"";"2019-04-16"
"0101060106015";"23";"138.5522";"2016-10-01";"";"2019-04-16"
"0101060106016";"23";"138.5522";"2016-10-01";"";"2019-04-16"
"0101060106017";"23";"138.5522";"2016-10-01";"";"2019-04-16"
"0101060106018";"23";"338.5388";"2016-10-01";"";"2019-04-16"
"0101060106019";"23";"338.5388";"2016-10-01";"";"2019-04-16"
"0101060106020";"23";"338.5388";"2016-10-01";"";"2019-04-16"
"0101060106021";"23";"338.5388";"2016-10-01";"";"2019-04-16"
"0101060106022";"23";"338.5388";"2016-10-01";"";"2019-04-16"
"0101060106023";"23";"365.8546";"2016-10-01";"";"2019-04-16"
"0101060106024";"23";"365.8546";"2016-10-01";"";"2019-04-16"
"0101060106025";"23";"365.8546";"2016-10-01";"";"2019-04-16"
"0101060106026";"23";"365.8546";"2016-10-01";"";"2019-04-16"
"0101060106027";"23";"365.8546";"2016-10-01";"";"2019-04-16"
"0101060106028";"23";"255.2629";"2016-10-01";"";"2019-04-16"
"0101060106029";"23";"255.2629";"2016-10-01";"";"2019-04-16"
"0101060106030";"23";"255.2629";"2016-10-01";"";"2019-04-16"
"0101060106031";"23";"255.2629";"2016-10-01";"";"2019-04-16"
"0101060106032";"23";"255.2629";"2016-10-01";"";"2019-04-16"
"0101060106033";"23";"398.9558";"2016-10-01";"";"2019-04-16"
"0101060106034";"23";"398.9558";"2016-10-01";"";"2019-04-16"
"0101060106035";"23";"398.9558";"2016-10-01";"";"2019-04-16"
"0101060106036";"23";"398.9558";"2016-10-01";"";"2019-04-16"
"0101060106037";"23";"389.3417";"2016-10-01";"";"2019-04-16"
"0101060106038";"23";"389.3417";"2016-10-01";"";"2019-04-16"
"0101060106039";"23";"389.3417";"2016-10-01";"";"2019-04-16"
"0101060106040";"23";"389.3417";"2016-10-01";"";"2019-04-16"
"0101060106041";"23";"442.1916";"2016-10-01";"";"2019-04-16"
"0101060106042";"23";"442.1916";"2016-10-01";"";"2019-04-16"
"0101060106043";"23";"442.1916";"2016-10-01";"";"2019-04-16"
"0101060106044";"23";"442.1916";"2016-10-01";"";"2019-04-16"
"0101060106045";"23";"442.1916";"2016-10-01";"";"2019-04-16"
"0101060106046";"23";"609.8558";"2016-10-01";"";"2019-04-16"
"0101060106047";"23";"609.8558";"2016-10-01";"";"2019-04-16"
"0101060106048";"23";"609.8558";"2016-10-01";"";"2019-04-16"
"0101060106049";"23";"609.8558";"2016-10-01";"";"2019-04-16"
"0101060106050";"23";"609.8558";"2016-10-01";"";"2019-04-16"
"0202010201001";"23";"643.8777";"2016-10-01";"";"2019-04-16"
"0202010201002";"23";"643.8777";"2016-10-01";"";"2019-04-16"
"0202010201003";"23";"643.8777";"2016-10-01";"";"2019-04-16"
"0202010201004";"23";"454.4363";"2016-10-01";"";"2019-04-16"
"0202010201005";"23";"454.4363";"2016-10-01";"";"2019-04-16"
"0202010201006";"23";"454.4363";"2016-10-01";"";"2019-04-16"
"0202010201007";"23";"956.5673";"2016-10-01";"";"2019-04-16"
"0202010201008";"23";"956.5673";"2016-10-01";"";"2019-04-16"
"0202010201009";"23";"956.5673";"2016-10-01";"";"2019-04-16"
"0202010201010";"23";"543.1395";"2016-10-01";"";"2019-04-16"
"0202010201011";"23";"543.1395";"2016-10-01";"";"2019-04-16"
"0202010201012";"23";"543.1395";"2016-10-01";"";"2019-04-16"
"0202010201013";"23";"543.1395";"2016-10-01";"";"2019-04-16"
"0202010201014";"23";"757.5425";"2016-10-01";"";"2019-04-16"
"0202010201015";"23";"757.5425";"2016-10-01";"";"2019-04-16"
"0202010201016";"23";"757.5425";"2016-10-01";"";"2019-04-16"
"0202010201017";"23";"757.5425";"2016-10-01";"";"2019-04-16"
"0202010201018";"23";"1195.5605";"2016-10-01";"";"2019-04-16"
"0202010201019";"23";"1195.5605";"2016-10-01";"";"2019-04-16"
"0202010201020";"23";"1195.5605";"2016-10-01";"";"2019-04-16"
"0202010201021";"23";"1195.5605";"2016-10-01";"";"2019-04-16"
"0202010201022";"23";"1692.915";"2016-10-01";"";"2019-04-16"
"0202010201023";"23";"1692.915";"2016-10-01";"";"2019-04-16"
"0202010201024";"23";"1692.915";"2016-10-01";"";"2019-04-16"
"0202010201025";"23";"1692.915";"2016-10-01";"";"2019-04-16"
"0202010201026";"23";"1126.0576";"2016-10-01";"";"2019-04-16"
"0202010201027";"23";"1126.0576";"2016-10-01";"";"2019-04-16"
"0202010201028";"23";"1126.0576";"2016-10-01";"";"2019-04-16"
"0202010201029";"23";"1126.0576";"2016-10-01";"";"2019-04-16"
"0202010201030";"23";"6946.8047";"2016-10-01";"";"2019-04-16"
"0202010201031";"23";"6946.8047";"2016-10-01";"";"2019-04-16"
"0202010201032";"23";"6946.8047";"2016-10-01";"";"2019-04-16"
"0202010201033";"23";"6946.8047";"2016-10-01";"";"2019-04-16"
"0202010201034";"23";"2890.612";"2016-10-01";"";"2019-04-16"
"0202010201035";"23";"2890.612";"2016-10-01";"";"2019-04-16"
"0202010201036";"23";"2890.612";"2016-10-01";"";"2019-04-16"
"0202010201037";"23";"2890.612";"2016-10-01";"";"2019-04-16"
"0202010201038";"23";"1605.571";"2016-10-01";"";"2019-04-16"
"0202010201039";"23";"1605.571";"2016-10-01";"";"2019-04-16"
"0202010201040";"23";"1605.571";"2016-10-01";"";"2019-04-16"
"0202010201041";"23";"1605.571";"2016-10-01";"";"2019-04-16"
"0202010201042";"23";"3657.3354";"2016-10-01";"";"2019-04-16"
"0202010201043";"23";"3657.3354";"2016-10-01";"";"2019-04-16"
"0202010201044";"23";"3657.3354";"2016-10-01";"";"2019-04-16"
"0202010201045";"23";"3657.3354";"2016-10-01";"";"2019-04-16"
"0202010201046";"23";"3884.067";"2016-10-01";"";"2019-04-16"
"0202010201047";"23";"3884.067";"2016-10-01";"";"2019-04-16"
"0202010201048";"23";"3884.067";"2016-10-01";"";"2019-04-16"
"0202010201049";"23";"3884.067";"2016-10-01";"";"2019-04-16"
"0202010201050";"23";"2891.8406";"2016-10-01";"";"2019-04-16"
"0202020202001";"23";"395.6299";"2016-10-01";"";"2019-04-16"
"0202020202002";"23";"261.3548";"2016-10-01";"";"2019-04-16"
"0202020202003";"23";"440.6926";"2016-10-01";"";"2019-04-16"
"0202020202004";"23";"406.5188";"2016-10-01";"";"2019-04-16"
"0202020202005";"23";"372.4194";"2016-10-01";"";"2019-04-16"
"0202020202006";"23";"335.2256";"2016-10-01";"";"2019-04-16"
"0202020202007";"23";"404.8121";"2016-10-01";"";"2019-04-16"
"0202020202008";"23";"340.4744";"2016-10-01";"";"2019-04-16"
"0202020202009";"23";"316.8924";"2016-10-01";"";"2019-04-16"
"0202020202010";"23";"388.689";"2016-10-01";"";"2019-04-16"
"0202020202011";"23";"433.5606";"2016-10-01";"";"2019-04-16"
"0202020202012";"23";"215.5174";"2016-10-01";"";"2019-04-16"
"0202020202013";"23";"249.9883";"2016-10-01";"";"2019-04-16"
"0202020202014";"23";"395.6299";"2016-10-01";"";"2019-04-16"
"0202020202015";"23";"261.3548";"2016-10-01";"";"2019-04-16"
"0202020202016";"23";"440.6926";"2016-10-01";"";"2019-04-16"
"0202020202017";"23";"406.5188";"2016-10-01";"";"2019-04-16"
"0202020202018";"23";"372.4194";"2016-10-01";"";"2019-04-16"
"0202020202019";"23";"335.2256";"2016-10-01";"";"2019-04-16"
"0202020202020";"23";"404.8121";"2016-10-01";"";"2019-04-16"
"0202020202021";"23";"340.4744";"2016-10-01";"";"2019-04-16"
"0202020202022";"23";"316.8924";"2016-10-01";"";"2019-04-16"
"0202020202023";"23";"388.689";"2016-10-01";"";"2019-04-16"
"0202020202024";"23";"433.5606";"2016-10-01";"";"2019-04-16"
"0202020202025";"23";"215.5174";"2016-10-01";"";"2019-04-16"
"0202020202026";"23";"249.9883";"2016-10-01";"";"2019-04-16"
"0202030203001";"23";"2028.1406";"2016-10-01";"";"2019-04-16"
"0202030203002";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0202030203003";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202030203004";"23";"2163.5415";"2016-10-01";"";"2019-04-16"
"0202030203005";"23";"1022.2403";"2016-10-01";"";"2019-04-16"
"0202030203006";"23";"1135.9052";"2016-10-01";"";"2019-04-16"
"0202030203007";"23";"1991.5977";"2016-10-01";"";"2019-04-16"
"0202030203008";"23";"1926.5348";"2016-10-01";"";"2019-04-16"
"0202030203009";"23";"1858.8712";"2016-10-01";"";"2019-04-16"
"0202030203010";"23";"2366.6794";"2016-10-01";"";"2019-04-16"
"0202030203011";"23";"2353.9016";"2016-10-01";"";"2019-04-16"
"0202030203012";"23";"1949.0648";"2016-10-01";"";"2019-04-16"
"0202030203013";"23";"2656.5479";"2016-10-01";"";"2019-04-16"
"0202030203014";"23";"2028.1406";"2016-10-01";"";"2019-04-16"
"0202030203015";"23";"1943.891";"2016-10-01";"";"2019-04-16"
"0202030203016";"23";"1978.0647";"2016-10-01";"";"2019-04-16"
"0202030203017";"23";"2028.1406";"2016-10-01";"";"2019-04-16"
"0202030203018";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0202030203019";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202030203020";"23";"2163.5415";"2016-10-01";"";"2019-04-16"
"0202030203021";"23";"1022.2403";"2016-10-01";"";"2019-04-16"
"0202030203022";"23";"1135.9052";"2016-10-01";"";"2019-04-16"
"0202030203023";"23";"1991.5977";"2016-10-01";"";"2019-04-16"
"0202030203024";"23";"1926.5348";"2016-10-01";"";"2019-04-16"
"0202030203025";"23";"1858.8712";"2016-10-01";"";"2019-04-16"
"0202030203026";"23";"2366.6794";"2016-10-01";"";"2019-04-16"
"0202030203027";"23";"2353.9016";"2016-10-01";"";"2019-04-16"
"0202030203028";"23";"1949.0648";"2016-10-01";"";"2019-04-16"
"0202030203029";"23";"2656.5479";"2016-10-01";"";"2019-04-16"
"0202030203030";"23";"2028.1406";"2016-10-01";"";"2019-04-16"
"0202030203031";"23";"1943.891";"2016-10-01";"";"2019-04-16"
"0202030203032";"23";"1978.0647";"2016-10-01";"";"2019-04-16"
"0202030203033";"23";"2028.1406";"2016-10-01";"";"2019-04-16"
"0202030203034";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0202030203035";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202030203036";"23";"2163.5415";"2016-10-01";"";"2019-04-16"
"0202030203037";"23";"1022.2403";"2016-10-01";"";"2019-04-16"
"0202030203038";"23";"1135.9052";"2016-10-01";"";"2019-04-16"
"0202030203039";"23";"1991.5977";"2016-10-01";"";"2019-04-16"
"0202030203040";"23";"1926.5348";"2016-10-01";"";"2019-04-16"
"0202030203041";"23";"1858.8712";"2016-10-01";"";"2019-04-16"
"0202030203042";"23";"2366.6794";"2016-10-01";"";"2019-04-16"
"0202030203043";"23";"2353.9016";"2016-10-01";"";"2019-04-16"
"0202030203044";"23";"1949.0648";"2016-10-01";"";"2019-04-16"
"0202030203045";"23";"2656.5479";"2016-10-01";"";"2019-04-16"
"0202030203046";"23";"2028.1406";"2016-10-01";"";"2019-04-16"
"0202030203047";"23";"1943.891";"2016-10-01";"";"2019-04-16"
"0202030203048";"23";"1978.0647";"2016-10-01";"";"2019-04-16"
"0202030203049";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202030203050";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203051";"23";"2188.159";"2016-10-01";"";"2019-04-16"
"0202030203052";"23";"1549.1101";"2016-10-01";"";"2019-04-16"
"0202030203053";"23";"1465.6073";"2016-10-01";"";"2019-04-16"
"0202030203054";"23";"1655.6595";"2016-10-01";"";"2019-04-16"
"0202030203055";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203056";"23";"1147.7777";"2016-10-01";"";"2019-04-16"
"0202030203057";"23";"1363.1604";"2016-10-01";"";"2019-04-16"
"0202030203058";"23";"753.7536";"2016-10-01";"";"2019-04-16"
"0202030203059";"23";"1791.134";"2016-10-01";"";"2019-04-16"
"0202030203060";"23";"1818.0425";"2016-10-01";"";"2019-04-16"
"0202030203061";"23";"1351.3575";"2016-10-01";"";"2019-04-16"
"0202030203062";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202030203063";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203064";"23";"2188.159";"2016-10-01";"";"2019-04-16"
"0202030203065";"23";"1549.1101";"2016-10-01";"";"2019-04-16"
"0202030203066";"23";"1465.6073";"2016-10-01";"";"2019-04-16"
"0202030203067";"23";"1655.6595";"2016-10-01";"";"2019-04-16"
"0202030203068";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203069";"23";"1147.7777";"2016-10-01";"";"2019-04-16"
"0202030203070";"23";"1363.1604";"2016-10-01";"";"2019-04-16"
"0202030203071";"23";"753.7536";"2016-10-01";"";"2019-04-16"
"0202030203072";"23";"1791.134";"2016-10-01";"";"2019-04-16"
"0202030203073";"23";"1818.0425";"2016-10-01";"";"2019-04-16"
"0202030203074";"23";"1351.3575";"2016-10-01";"";"2019-04-16"
"0202030203075";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202030203076";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203077";"23";"2188.159";"2016-10-01";"";"2019-04-16"
"0202030203078";"23";"1549.1101";"2016-10-01";"";"2019-04-16"
"0202030203079";"23";"1465.6073";"2016-10-01";"";"2019-04-16"
"0202030203080";"23";"1655.6595";"2016-10-01";"";"2019-04-16"
"0202030203081";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203082";"23";"1147.7777";"2016-10-01";"";"2019-04-16"
"0202030203083";"23";"1363.1604";"2016-10-01";"";"2019-04-16"
"0202030203084";"23";"753.7536";"2016-10-01";"";"2019-04-16"
"0202030203085";"23";"1791.134";"2016-10-01";"";"2019-04-16"
"0202030203086";"23";"1818.0425";"2016-10-01";"";"2019-04-16"
"0202030203087";"23";"1351.3575";"2016-10-01";"";"2019-04-16"
"0202030203088";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202030203089";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203090";"23";"2188.159";"2016-10-01";"";"2019-04-16"
"0202030203091";"23";"1549.1101";"2016-10-01";"";"2019-04-16"
"0202030203092";"23";"1465.6073";"2016-10-01";"";"2019-04-16"
"0202030203093";"23";"1655.6595";"2016-10-01";"";"2019-04-16"
"0202030203094";"23";"1246.0782";"2016-10-01";"";"2019-04-16"
"0202030203095";"23";"1147.7777";"2016-10-01";"";"2019-04-16"
"0202030203096";"23";"1363.1604";"2016-10-01";"";"2019-04-16"
"0202030203097";"23";"753.7536";"2016-10-01";"";"2019-04-16"
"0202030203098";"23";"1791.134";"2016-10-01";"";"2019-04-16"
"0202030203099";"23";"1818.0425";"2016-10-01";"";"2019-04-16"
"0202030203100";"23";"1351.3575";"2016-10-01";"";"2019-04-16"
"0202050205001";"23";"1708.1665";"2016-10-01";"";"2019-04-16"
"0202050205002";"23";"1704.7491";"2016-10-01";"";"2019-04-16"
"0202050205003";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202050205004";"23";"1056.7112";"2016-10-01";"";"2019-04-16"
"0202050205005";"23";"981.009";"2016-10-01";"";"2019-04-16"
"0202050205006";"23";"1018.8229";"2016-10-01";"";"2019-04-16"
"0202050205007";"23";"1170.376";"2016-10-01";"";"2019-04-16"
"0202050205008";"23";"753.7536";"2016-10-01";"";"2019-04-16"
"0202050205009";"23";"829.4559";"2016-10-01";"";"2019-04-16"
"0202050205010";"23";"1208.2643";"2016-10-01";"";"2019-04-16"
"0202050205011";"23";"2393.0837";"2016-10-01";"";"2019-04-16"
"0202050205012";"23";"2119.8804";"2016-10-01";"";"2019-04-16"
"0202050205013";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0202050205014";"23";"1124.0186";"2016-10-01";"";"2019-04-16"
"0202050205015";"23";"1260.6392";"2016-10-01";"";"2019-04-16"
"0202050205016";"23";"1260.6392";"2016-10-01";"";"2019-04-16"
"0202050205017";"23";"1708.1665";"2016-10-01";"";"2019-04-16"
"0202050205018";"23";"1704.7491";"2016-10-01";"";"2019-04-16"
"0202050205019";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202050205020";"23";"1056.7112";"2016-10-01";"";"2019-04-16"
"0202050205021";"23";"981.009";"2016-10-01";"";"2019-04-16"
"0202050205022";"23";"1018.8229";"2016-10-01";"";"2019-04-16"
"0202050205023";"23";"1170.376";"2016-10-01";"";"2019-04-16"
"0202050205024";"23";"753.7536";"2016-10-01";"";"2019-04-16"
"0202050205025";"23";"829.4559";"2016-10-01";"";"2019-04-16"
"0202050205026";"23";"1208.2643";"2016-10-01";"";"2019-04-16"
"0202050205027";"23";"2393.0837";"2016-10-01";"";"2019-04-16"
"0202050205028";"23";"2119.8804";"2016-10-01";"";"2019-04-16"
"0202050205029";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0202050205030";"23";"1124.0186";"2016-10-01";"";"2019-04-16"
"0202050205031";"23";"1260.6392";"2016-10-01";"";"2019-04-16"
"0202050205032";"23";"1260.6392";"2016-10-01";"";"2019-04-16"
"0202050205033";"23";"1708.1665";"2016-10-01";"";"2019-04-16"
"0202050205034";"23";"1704.7491";"2016-10-01";"";"2019-04-16"
"0202050205035";"23";"1132.4877";"2016-10-01";"";"2019-04-16"
"0202050205036";"23";"1056.7112";"2016-10-01";"";"2019-04-16"
"0202050205037";"23";"981.009";"2016-10-01";"";"2019-04-16"
"0202050205038";"23";"1018.8229";"2016-10-01";"";"2019-04-16"
"0202050205039";"23";"1170.376";"2016-10-01";"";"2019-04-16"
"0202050205040";"23";"753.7536";"2016-10-01";"";"2019-04-16"
"0202050205041";"23";"829.4559";"2016-10-01";"";"2019-04-16"
"0202050205042";"23";"1208.2643";"2016-10-01";"";"2019-04-16"
"0202050205043";"23";"2393.0837";"2016-10-01";"";"2019-04-16"
"0202050205044";"23";"2119.8804";"2016-10-01";"";"2019-04-16"
"0202050205045";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0202050205046";"23";"1124.0186";"2016-10-01";"";"2019-04-16"
"0303010301001";"23";"2951.199";"2016-10-01";"";"2019-04-16"
"0303010301002";"23";"3006.0254";"2016-10-01";"";"2019-04-16"
"0303010301003";"23";"2798.0115";"2016-10-01";"";"2019-04-16"
"0303010301004";"23";"3303.634";"2016-10-01";"";"2019-04-16"
"0303010301005";"23";"2046.4122";"2016-10-01";"";"2019-04-16"
"0303010301006";"23";"2705.0737";"2016-10-01";"";"2019-04-16"
"0303010301007";"23";"1386.2648";"2016-10-01";"";"2019-04-16"
"0303010301008";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0303010301009";"23";"2251.3804";"2016-10-01";"";"2019-04-16"
"0303010301010";"23";"2001.9863";"2016-10-01";"";"2019-04-16"
"0303010301011";"23";"2589.626";"2016-10-01";"";"2019-04-16"
"0303010301012";"23";"1450.6006";"2016-10-01";"";"2019-04-16"
"0303010301013";"23";"1511.2218";"2016-10-01";"";"2019-04-16"
"0303010301014";"23";"1272.6";"2016-10-01";"";"2019-04-16"
"0303010301015";"23";"1212.0531";"2016-10-01";"";"2019-04-16"
"0303010301016";"23";"1457.8068";"2016-10-01";"";"2019-04-16"
"0303010301017";"23";"1450.452";"2016-10-01";"";"2019-04-16"
"0303010301018";"23";"1376.7556";"2016-10-01";"";"2019-04-16"
"0303010301019";"23";"1560.9222";"2016-10-01";"";"2019-04-16"
"0303010301020";"23";"1249.8671";"2016-10-01";"";"2019-04-16"
"0303010301021";"23";"1234.7118";"2016-10-01";"";"2019-04-16"
"0303010301022";"23";"1393.8425";"2016-10-01";"";"2019-04-16"
"0303010301023";"23";"1439.3083";"2016-10-01";"";"2019-04-16"
"0303010301024";"23";"1473.3336";"2016-10-01";"";"2019-04-16"
"0303010301025";"23";"3197.324";"2016-10-01";"";"2019-04-16"
"0303010301026";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0303010301027";"23";"1450.452";"2016-10-01";"";"2019-04-16"
"0303010301028";"23";"2046.4122";"2016-10-01";"";"2019-04-16"
"0303010301029";"23";"2589.626";"2016-10-01";"";"2019-04-16"
"0303010301030";"23";"1234.7118";"2016-10-01";"";"2019-04-16"
"0303010301031";"23";"3197.324";"2016-10-01";"";"2019-04-16"
"0303010301032";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0303010301033";"23";"1450.452";"2016-10-01";"";"2019-04-16"
"0303010301034";"23";"2046.4122";"2016-10-01";"";"2019-04-16"
"0303010301035";"23";"2589.626";"2016-10-01";"";"2019-04-16"
"0303010301036";"23";"1234.7118";"2016-10-01";"";"2019-04-16"
"0303010301037";"23";"3197.324";"2016-10-01";"";"2019-04-16"
"0303010301038";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0303010301039";"23";"1450.452";"2016-10-01";"";"2019-04-16"
"0303010301040";"23";"2046.4122";"2016-10-01";"";"2019-04-16"
"0303010301041";"23";"2589.626";"2016-10-01";"";"2019-04-16"
"0303010301042";"23";"1234.7118";"2016-10-01";"";"2019-04-16"
"0303010301043";"23";"3197.324";"2016-10-01";"";"2019-04-16"
"0303010301044";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0303010301045";"23";"1450.452";"2016-10-01";"";"2019-04-16"
"0303010301046";"23";"2046.4122";"2016-10-01";"";"2019-04-16"
"0303010301047";"23";"2589.626";"2016-10-01";"";"2019-04-16"
"0303010301048";"23";"1234.7118";"2016-10-01";"";"2019-04-16"
"0303010301049";"23";"3197.324";"2016-10-01";"";"2019-04-16"
"0303010301050";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0303010301051";"23";"1450.452";"2016-10-01";"";"2019-04-16"
"0303010301052";"23";"2046.4122";"2016-10-01";"";"2019-04-16"
"0303010301053";"23";"3197.324";"2016-10-01";"";"2019-04-16"
"0303010301054";"23";"2388.001";"2016-10-01";"";"2019-04-16"
"0303010301055";"23";"1450.452";"2016-10-01";"";"2019-04-16"
