Brand_ID	CurrencyKey	UnitCost_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate
ctoso0000284	7	35.4266	10-01-2015		12-01-2018
ctoso0000284	7	35.5857	10-01-2016		12-01-2018
ctoso0000285	7	30.8675	10-01-2014		12-01-2018
ctoso0000285	7	35.4266	10-01-2015		12-01-2018
ctoso0000285	7	35.5857	10-01-2016		12-01-2018
ctoso0000286	7	30.8675	10-01-2014		12-01-2018
ctoso0000286	7	35.4266	10-01-2015		12-01-2018
ctoso0000286	7	35.5857	10-01-2016		12-01-2018
ctoso0000287	7	30.8675	10-01-2014		12-01-2018
ctoso0000287	7	35.4266	10-01-2015		12-01-2018
ctoso0000287	7	35.5857	10-01-2016		12-01-2018
ctoso0000288	7	43.2907	10-01-2014		12-01-2018
ctoso0000288	7	49.2411	10-01-2015		12-01-2018
ctoso0000288	7	49.9202	10-01-2016		12-01-2018
ctoso0000289	7	43.2907	10-01-2014		12-01-2018
ctoso0000289	7	49.2411	10-01-2015		12-01-2018
ctoso0000289	7	49.9202	10-01-2016		12-01-2018
ctoso0000290	7	43.2907	10-01-2014		12-01-2018
ctoso0000290	7	49.2411	10-01-2015		12-01-2018
ctoso0000290	7	49.9202	10-01-2016		12-01-2018
ctoso0000291	7	43.2907	10-01-2014		12-01-2018
ctoso0000291	7	49.2411	10-01-2015		12-01-2018
ctoso0000291	7	49.9202	10-01-2016		12-01-2018
ctoso0000292	7	52.7605	10-01-2014		12-01-2018
ctoso0000292	7	60.0126	10-01-2015		12-01-2018
ctoso0000292	7	60.8402	10-01-2016		12-01-2018
ctoso0000293	7	52.7605	10-01-2014		12-01-2018
ctoso0000293	7	60.0126	10-01-2015		12-01-2018
ctoso0000293	7	60.8402	10-01-2016		12-01-2018
ctoso0000294	7	52.7605	10-01-2014		12-01-2018
ctoso0000294	7	60.0126	10-01-2015		12-01-2018
ctoso0000294	7	60.8402	10-01-2016		12-01-2018
ctoso0000295	7	52.7605	10-01-2014		12-01-2018
ctoso0000295	7	60.0126	10-01-2015		12-01-2018
ctoso0000295	7	60.8402	10-01-2016		12-01-2018
ctoso0000296	7	75.0686	10-01-2014		12-01-2018
ctoso0000296	7	88.7106	10-01-2015		12-01-2018
ctoso0000296	7	89.1312	10-01-2016		12-01-2018
ctoso0000297	7	75.0686	10-01-2014		12-01-2018
ctoso0000297	7	88.7106	10-01-2015		12-01-2018
ctoso0000297	7	89.1312	10-01-2016		12-01-2018
ctoso0000298	7	75.0686	10-01-2014		12-01-2018
ctoso0000298	7	88.7106	10-01-2015		12-01-2018
ctoso0000298	7	89.1312	10-01-2016		12-01-2018
ctoso0000299	7	75.0686	10-01-2014		12-01-2018
ctoso0000299	7	88.7106	10-01-2015		12-01-2018
ctoso0000299	7	89.1312	10-01-2016		12-01-2018
ctoso0000300	7	75.0686	10-01-2014		12-01-2018
ctoso0000300	7	88.7106	10-01-2015		12-01-2018
ctoso0000300	7	89.1312	10-01-2016		12-01-2018
ctoso0000301	7	72.3424	10-01-2014		12-01-2018
ctoso0000301	7	82.2861	10-01-2015		12-01-2018
ctoso0000301	7	83.4208	10-01-2016		12-01-2018
ctoso0000302	7	72.3424	10-01-2014		12-01-2018
ctoso0000302	7	82.2861	10-01-2015		12-01-2018
ctoso0000302	7	83.4208	10-01-2016		12-01-2018
ctoso0000303	7	72.3424	10-01-2014		12-01-2018
ctoso0000303	7	82.2861	10-01-2015		12-01-2018
ctoso0000303	7	83.4208	10-01-2016		12-01-2018
ctoso0000304	7	72.3424	10-01-2014		12-01-2018
ctoso0000304	7	82.2861	10-01-2015		12-01-2018
ctoso0000304	7	83.4208	10-01-2016		12-01-2018
ctoso0000305	7	72.3424	10-01-2014		12-01-2018
ctoso0000305	7	82.2861	10-01-2015		12-01-2018
ctoso0000305	7	83.4208	10-01-2016		12-01-2018
ctoso0000306	7	41.8865	10-01-2014		12-01-2018
ctoso0000306	7	47.6439	10-01-2015		12-01-2018
ctoso0000306	7	48.3009	10-01-2016		12-01-2018
ctoso0000307	7	41.8865	10-01-2014		12-01-2018
ctoso0000307	7	47.6439	10-01-2015		12-01-2018
ctoso0000307	7	48.3009	10-01-2016		12-01-2018
ctoso0000308	7	41.8865	10-01-2014		12-01-2018
ctoso0000308	7	47.6439	10-01-2015		12-01-2018
ctoso0000308	7	48.3009	10-01-2016		12-01-2018
ctoso0000309	7	85.672	10-01-2014		12-01-2018
ctoso0000309	7	98.3256	10-01-2015		12-01-2018
ctoso0000309	7	98.7672	10-01-2016		12-01-2018
ctoso0000310	7	85.672	10-01-2014		12-01-2018
ctoso0000310	7	98.3256	10-01-2015		12-01-2018
ctoso0000310	7	98.7672	10-01-2016		12-01-2018
ctoso0000311	7	85.672	10-01-2014		12-01-2018
ctoso0000311	7	98.3256	10-01-2015		12-01-2018
ctoso0000311	7	98.7672	10-01-2016		12-01-2018
ctoso0000312	7	85.672	10-01-2014		12-01-2018
ctoso0000312	7	98.3256	10-01-2015		12-01-2018
ctoso0000312	7	98.7672	10-01-2016		12-01-2018
ctoso0000313	7	87.1213	10-01-2014		12-01-2018
ctoso0000313	7	102.9537	10-01-2015		12-01-2018
ctoso0000313	7	103.4418	10-01-2016		12-01-2018
ctoso0000314	7	87.1213	10-01-2014		12-01-2018
ctoso0000314	7	102.9537	10-01-2015		12-01-2018
ctoso0000314	7	103.4418	10-01-2016		12-01-2018
ctoso0000315	7	87.1213	10-01-2014		12-01-2018
ctoso0000315	7	102.9537	10-01-2015		12-01-2018
ctoso0000315	7	103.4418	10-01-2016		12-01-2018
ctoso0000316	7	87.1213	10-01-2014		12-01-2018
ctoso0000316	7	102.9537	10-01-2015		12-01-2018
ctoso0000316	7	103.4418	10-01-2016		12-01-2018
ctoso0000317	7	87.1213	10-01-2014		12-01-2018
ctoso0000317	7	102.9537	10-01-2015		12-01-2018
ctoso0000317	7	103.4418	10-01-2016		12-01-2018
wwim 0000001	7	66.0644	10-01-2014		12-01-2018
wwim 0000001	7	75.822	10-01-2015		12-01-2018
wwim 0000001	7	76.1625	10-01-2016		12-01-2018
wwim 0000002	7	66.0644	10-01-2014		12-01-2018
wwim 0000002	7	75.822	10-01-2015		12-01-2018
wwim 0000002	7	76.1625	10-01-2016		12-01-2018
wwim 0000003	7	66.0644	10-01-2014		12-01-2018
wwim 0000003	7	75.822	10-01-2015		12-01-2018
wwim 0000003	7	76.1625	10-01-2016		12-01-2018
wwim 0000004	7	79.4588	10-01-2014		12-01-2018
wwim 0000004	7	91.1946	10-01-2015		12-01-2018
wwim 0000004	7	91.6043	10-01-2016		12-01-2018
wwim 0000005	7	79.4588	10-01-2014		12-01-2018
wwim 0000005	7	91.1946	10-01-2015		12-01-2018
wwim 0000005	7	91.6043	10-01-2016		12-01-2018
wwim 0000006	7	79.4588	10-01-2014		12-01-2018
wwim 0000006	7	91.1946	10-01-2015		12-01-2018
wwim 0000006	7	91.6043	10-01-2016		12-01-2018
wwim 0000007	7	79.4588	10-01-2014		12-01-2018
wwim 0000007	7	91.1946	10-01-2015		12-01-2018
wwim 0000007	7	91.6043	10-01-2016		12-01-2018
wwim 0000008	7	83.9699	10-01-2014		12-01-2018
wwim 0000008	7	95.5118	10-01-2015		12-01-2018
wwim 0000008	7	96.8289	10-01-2016		12-01-2018
wwim 0000009	7	83.9699	10-01-2014		12-01-2018
wwim 0000009	7	95.5118	10-01-2015		12-01-2018
wwim 0000009	7	96.8289	10-01-2016		12-01-2018
wwim 0000010	7	83.9699	10-01-2014		12-01-2018
wwim 0000010	7	95.5118	10-01-2015		12-01-2018
wwim 0000010	7	96.8289	10-01-2016		12-01-2018
wwim 0000011	7	83.9699	10-01-2014		12-01-2018
wwim 0000011	7	95.5118	10-01-2015		12-01-2018
wwim 0000011	7	96.8289	10-01-2016		12-01-2018
wwim 0000012	7	68.0955	10-01-2014		12-01-2018
wwim 0000012	7	77.4555	10-01-2015		12-01-2018
wwim 0000012	7	78.5235	10-01-2016		12-01-2018
wwim 0000013	7	68.0955	10-01-2014		12-01-2018
wwim 0000013	7	77.4555	10-01-2015		12-01-2018
wwim 0000013	7	78.5235	10-01-2016		12-01-2018
wwim 0000014	7	68.0955	10-01-2014		12-01-2018
wwim 0000014	7	77.4555	10-01-2015		12-01-2018
wwim 0000014	7	78.5235	10-01-2016		12-01-2018
wwim 0000015	7	68.0955	10-01-2014		12-01-2018
wwim 0000015	7	77.4555	10-01-2015		12-01-2018
wwim 0000015	7	78.5235	10-01-2016		12-01-2018
wwim 0000016	7	67.9725	10-01-2014		12-01-2018
wwim 0000016	7	80.3249	10-01-2015		12-01-2018
wwim 0000016	7	80.7058	10-01-2016		12-01-2018
wwim 0000017	7	67.9725	10-01-2014		12-01-2018
wwim 0000017	7	80.3249	10-01-2015		12-01-2018
wwim 0000017	7	80.7058	10-01-2016		12-01-2018
wwim 0000018	7	67.9725	10-01-2014		12-01-2018
wwim 0000018	7	80.3249	10-01-2015		12-01-2018
wwim 0000018	7	80.7058	10-01-2016		12-01-2018
wwim 0000019	7	67.9725	10-01-2014		12-01-2018
wwim 0000019	7	80.3249	10-01-2015		12-01-2018
wwim 0000019	7	80.7058	10-01-2016		12-01-2018
wwim 0000020	7	67.9725	10-01-2014		12-01-2018
wwim 0000020	7	80.3249	10-01-2015		12-01-2018
wwim 0000020	7	80.7058	10-01-2016		12-01-2018
ntrad0000001	7	11.3204	10-01-2014		12-01-2018
ntrad0000001	7	12.9924	10-01-2015		12-01-2018
ntrad0000001	7	13.0507	10-01-2016		12-01-2018
ntrad0000002	7	11.3204	10-01-2014		12-01-2018
ntrad0000002	7	12.9924	10-01-2015		12-01-2018
ntrad0000002	7	13.0507	10-01-2016		12-01-2018
ntrad0000003	7	11.3204	10-01-2014		12-01-2018
ntrad0000003	7	12.9924	10-01-2015		12-01-2018
ntrad0000003	7	13.0507	10-01-2016		12-01-2018
ntrad0000004	7	11.3204	10-01-2014		12-01-2018
ntrad0000004	7	12.9924	10-01-2015		12-01-2018
ntrad0000004	7	13.0507	10-01-2016		12-01-2018
ntrad0000005	7	19.0546	10-01-2014		12-01-2018
ntrad0000005	7	21.8689	10-01-2015		12-01-2018
ntrad0000005	7	21.9671	10-01-2016		12-01-2018
ntrad0000006	7	19.0546	10-01-2014		12-01-2018
ntrad0000006	7	21.8689	10-01-2015		12-01-2018
ntrad0000006	7	21.9671	10-01-2016		12-01-2018
ntrad0000007	7	19.0546	10-01-2014		12-01-2018
ntrad0000007	7	21.8689	10-01-2015		12-01-2018
ntrad0000007	7	21.9671	10-01-2016		12-01-2018
ntrad0000008	7	19.0546	10-01-2014		12-01-2018
ntrad0000008	7	21.8689	10-01-2015		12-01-2018
ntrad0000008	7	21.9671	10-01-2016		12-01-2018
ntrad0000009	7	14.9411	10-01-2014		12-01-2018
ntrad0000009	7	16.9948	10-01-2015		12-01-2018
ntrad0000009	7	17.2292	10-01-2016		12-01-2018
ntrad0000010	7	15.0795	10-01-2014		12-01-2018
ntrad0000010	7	17.3066	10-01-2015		12-01-2018
ntrad0000010	7	17.3844	10-01-2016		12-01-2018
ntrad0000011	7	15.0795	10-01-2014		12-01-2018
ntrad0000011	7	17.3066	10-01-2015		12-01-2018
ntrad0000011	7	17.3844	10-01-2016		12-01-2018
ntrad0000012	7	15.0795	10-01-2014		12-01-2018
ntrad0000012	7	17.3066	10-01-2015		12-01-2018
ntrad0000012	7	17.3844	10-01-2016		12-01-2018
ntrad0000013	7	16.1164	10-01-2014		12-01-2018
ntrad0000013	7	18.4968	10-01-2015		12-01-2018
ntrad0000013	7	18.5799	10-01-2016		12-01-2018
ntrad0000014	7	16.1164	10-01-2014		12-01-2018
ntrad0000014	7	18.4968	10-01-2015		12-01-2018
ntrad0000014	7	18.5799	10-01-2016		12-01-2018
ntrad0000015	7	16.1164	10-01-2014		12-01-2018
ntrad0000015	7	18.4968	10-01-2015		12-01-2018
ntrad0000015	7	18.5799	10-01-2016		12-01-2018
ntrad0000016	7	16.1164	10-01-2014		12-01-2018
ntrad0000016	7	18.4968	10-01-2015		12-01-2018
ntrad0000016	7	18.5799	10-01-2016		12-01-2018
ntrad0000017	7	16.1164	10-01-2014		12-01-2018
ntrad0000017	7	18.4968	10-01-2015		12-01-2018
ntrad0000017	7	18.5799	10-01-2016		12-01-2018
ntrad0000018	7	39.3692	10-01-2014		12-01-2018
ntrad0000018	7	44.7806	10-01-2015		12-01-2018
ntrad0000018	7	45.3981	10-01-2016		12-01-2018
ntrad0000019	7	39.3692	10-01-2014		12-01-2018
ntrad0000019	7	44.7806	10-01-2015		12-01-2018
ntrad0000019	7	45.3981	10-01-2016		12-01-2018
ntrad0000020	7	39.3692	10-01-2014		12-01-2018
ntrad0000020	7	44.7806	10-01-2015		12-01-2018
ntrad0000020	7	45.3981	10-01-2016		12-01-2018
ntrad0000021	7	39.3692	10-01-2014		12-01-2018
ntrad0000021	7	44.7806	10-01-2015		12-01-2018
ntrad0000021	7	45.3981	10-01-2016		12-01-2018
ntrad0000022	7	39.3692	10-01-2014		12-01-2018
ntrad0000022	7	44.7806	10-01-2015		12-01-2018
ntrad0000022	7	45.3981	10-01-2016		12-01-2018
ntrad0000023	7	42.5458	10-01-2014		12-01-2018
ntrad0000023	7	48.3938	10-01-2015		12-01-2018
ntrad0000023	7	49.0612	10-01-2016		12-01-2018
ntrad0000024	7	42.5458	10-01-2014		12-01-2018
ntrad0000024	7	48.3938	10-01-2015		12-01-2018
ntrad0000024	7	49.0612	10-01-2016		12-01-2018
ntrad0000025	7	42.5458	10-01-2014		12-01-2018
ntrad0000025	7	48.3938	10-01-2015		12-01-2018
ntrad0000025	7	49.0612	10-01-2016		12-01-2018
ntrad0000026	7	42.5458	10-01-2014		12-01-2018
ntrad0000026	7	48.3938	10-01-2015		12-01-2018
ntrad0000026	7	49.0612	10-01-2016		12-01-2018
ntrad0000027	7	42.5458	10-01-2014		12-01-2018
ntrad0000027	7	48.3938	10-01-2015		12-01-2018
ntrad0000027	7	49.0612	10-01-2016		12-01-2018
wwim 0000021	7	29.6923	10-01-2014		12-01-2018
wwim 0000021	7	34.0777	10-01-2015		12-01-2018
wwim 0000021	7	34.2308	10-01-2016		12-01-2018
wwim 0000022	7	29.6923	10-01-2014		12-01-2018
wwim 0000022	7	34.0777	10-01-2015		12-01-2018
wwim 0000022	7	34.2308	10-01-2016		12-01-2018
wwim 0000023	7	29.6923	10-01-2014		12-01-2018
wwim 0000023	7	34.0777	10-01-2015		12-01-2018
wwim 0000023	7	34.2308	10-01-2016		12-01-2018
wwim 0000024	7	29.6923	10-01-2014		12-01-2018
wwim 0000024	7	34.0777	10-01-2015		12-01-2018
wwim 0000024	7	34.2308	10-01-2016		12-01-2018
wwim 0000025	7	29.6923	10-01-2014		12-01-2018
wwim 0000025	7	34.0777	10-01-2015		12-01-2018
wwim 0000025	7	34.2308	10-01-2016		12-01-2018
wwim 0000026	7	45.0591	10-01-2014		12-01-2018
wwim 0000026	7	53.2476	10-01-2015		12-01-2018
wwim 0000026	7	53.5	10-01-2016		12-01-2018
wwim 0000027	7	45.0591	10-01-2014		12-01-2018
wwim 0000027	7	53.2476	10-01-2015		12-01-2018
wwim 0000027	7	53.5	10-01-2016		12-01-2018
wwim 0000028	7	45.0591	10-01-2014		12-01-2018
wwim 0000028	7	53.2476	10-01-2015		12-01-2018
wwim 0000028	7	53.5	10-01-2016		12-01-2018
wwim 0000029	7	45.0591	10-01-2014		12-01-2018
wwim 0000029	7	53.2476	10-01-2015		12-01-2018
wwim 0000029	7	53.5	10-01-2016		12-01-2018
wwim 0000030	7	45.2771	10-01-2014		12-01-2018
wwim 0000030	7	51.5006	10-01-2015		12-01-2018
wwim 0000030	7	52.2108	10-01-2016		12-01-2018
wwim 0000031	7	45.2771	10-01-2014		12-01-2018
wwim 0000031	7	51.5006	10-01-2015		12-01-2018
wwim 0000031	7	52.2108	10-01-2016		12-01-2018
wwim 0000032	7	45.2771	10-01-2014		12-01-2018
wwim 0000032	7	51.5006	10-01-2015		12-01-2018
wwim 0000032	7	52.2108	10-01-2016		12-01-2018
wwim 0000033	7	45.2771	10-01-2014		12-01-2018
wwim 0000033	7	51.5006	10-01-2015		12-01-2018
wwim 0000033	7	52.2108	10-01-2016		12-01-2018
wwim 0000034	7	49.9423	10-01-2014		12-01-2018
wwim 0000034	7	59.0182	10-01-2015		12-01-2018
wwim 0000034	7	59.298	10-01-2016		12-01-2018
wwim 0000035	7	49.9423	10-01-2014		12-01-2018
wwim 0000035	7	59.0182	10-01-2015		12-01-2018
wwim 0000035	7	59.298	10-01-2016		12-01-2018
wwim 0000036	7	49.9423	10-01-2014		12-01-2018
wwim 0000036	7	59.0182	10-01-2015		12-01-2018
wwim 0000036	7	59.298	10-01-2016		12-01-2018
wwim 0000037	7	49.9423	10-01-2014		12-01-2018
wwim 0000037	7	59.0182	10-01-2015		12-01-2018
wwim 0000037	7	59.298	10-01-2016		12-01-2018
wwim 0000038	7	49.9423	10-01-2014		12-01-2018
wwim 0000038	7	59.0182	10-01-2015		12-01-2018
wwim 0000038	7	59.298	10-01-2016		12-01-2018
wwim 0000039	7	70.921	10-01-2014		12-01-2018
wwim 0000039	7	80.6694	10-01-2015		12-01-2018
wwim 0000039	7	81.7818	10-01-2016		12-01-2018
wwim 0000040	7	70.921	10-01-2014		12-01-2018
wwim 0000040	7	80.6694	10-01-2015		12-01-2018
wwim 0000040	7	81.7818	10-01-2016		12-01-2018
wwim 0000041	7	70.921	10-01-2014		12-01-2018
wwim 0000041	7	80.6694	10-01-2015		12-01-2018
wwim 0000041	7	81.7818	10-01-2016		12-01-2018
wwim 0000042	7	70.921	10-01-2014		12-01-2018
wwim 0000042	7	80.6694	10-01-2015		12-01-2018
wwim 0000042	7	81.7818	10-01-2016		12-01-2018
wwim 0000043	7	70.921	10-01-2014		12-01-2018
wwim 0000043	7	80.6694	10-01-2015		12-01-2018
wwim 0000043	7	81.7818	10-01-2016		12-01-2018
advwk0000001	7	74.8961	10-01-2014		12-01-2018
advwk0000001	7	85.958	10-01-2015		12-01-2018
advwk0000001	7	86.3441	10-01-2016		12-01-2018
advwk0000002	7	74.8961	10-01-2014		12-01-2018
advwk0000002	7	85.958	10-01-2015		12-01-2018
advwk0000002	7	86.3441	10-01-2016		12-01-2018
advwk0000003	7	74.8961	10-01-2014		12-01-2018
advwk0000003	7	85.958	10-01-2015		12-01-2018
advwk0000003	7	86.3441	10-01-2016		12-01-2018
advwk0000004	7	52.8602	10-01-2014		12-01-2018
advwk0000004	7	60.6675	10-01-2015		12-01-2018
advwk0000004	7	60.94	10-01-2016		12-01-2018
advwk0000005	7	52.8602	10-01-2014		12-01-2018
advwk0000005	7	60.6675	10-01-2015		12-01-2018
advwk0000005	7	60.94	10-01-2016		12-01-2018
advwk0000006	7	52.8602	10-01-2014		12-01-2018
advwk0000006	7	60.6675	10-01-2015		12-01-2018
advwk0000006	7	60.94	10-01-2016		12-01-2018
advwk0000007	7	111.2682	10-01-2014		12-01-2018
advwk0000007	7	127.7022	10-01-2015		12-01-2018
advwk0000007	7	128.2759	10-01-2016		12-01-2018
advwk0000008	7	111.2682	10-01-2014		12-01-2018
advwk0000008	7	127.7022	10-01-2015		12-01-2018
advwk0000008	7	128.2759	10-01-2016		12-01-2018
advwk0000009	7	111.2682	10-01-2014		12-01-2018
advwk0000009	7	127.7022	10-01-2015		12-01-2018
advwk0000009	7	128.2759	10-01-2016		12-01-2018
advwk0000010	7	63.1782	10-01-2014		12-01-2018
advwk0000010	7	72.5094	10-01-2015		12-01-2018
advwk0000010	7	72.8351	10-01-2016		12-01-2018
advwk0000011	7	63.1782	10-01-2014		12-01-2018
advwk0000011	7	72.5094	10-01-2015		12-01-2018
advwk0000011	7	72.8351	10-01-2016		12-01-2018
advwk0000012	7	63.1782	10-01-2014		12-01-2018
advwk0000012	7	72.5094	10-01-2015		12-01-2018
advwk0000012	7	72.8351	10-01-2016		12-01-2018
advwk0000013	7	63.1782	10-01-2014		12-01-2018
advwk0000013	7	72.5094	10-01-2015		12-01-2018
advwk0000013	7	72.8351	10-01-2016		12-01-2018
advwk0000014	7	88.1176	10-01-2014		12-01-2018
advwk0000014	7	101.1323	10-01-2015		12-01-2018
advwk0000014	7	101.5866	10-01-2016		12-01-2018
advwk0000015	7	88.1176	10-01-2014		12-01-2018
advwk0000015	7	101.1323	10-01-2015		12-01-2018
advwk0000015	7	101.5866	10-01-2016		12-01-2018
advwk0000016	7	88.1176	10-01-2014		12-01-2018
advwk0000016	7	101.1323	10-01-2015		12-01-2018
advwk0000016	7	101.5866	10-01-2016		12-01-2018
advwk0000017	7	88.1176	10-01-2014		12-01-2018
advwk0000017	7	101.1323	10-01-2015		12-01-2018
advwk0000017	7	101.5866	10-01-2016		12-01-2018
advwk0000018	7	139.068	10-01-2014		12-01-2018
advwk0000018	7	159.608	10-01-2015		12-01-2018
advwk0000018	7	160.3249	10-01-2016		12-01-2018
advwk0000019	7	139.068	10-01-2014		12-01-2018
advwk0000019	7	159.608	10-01-2015		12-01-2018
advwk0000019	7	160.3249	10-01-2016		12-01-2018
advwk0000020	7	139.068	10-01-2014		12-01-2018
advwk0000020	7	159.608	10-01-2015		12-01-2018
advwk0000020	7	160.3249	10-01-2016		12-01-2018
advwk0000021	7	139.068	10-01-2014		12-01-2018
advwk0000021	7	159.608	10-01-2015		12-01-2018
advwk0000021	7	160.3249	10-01-2016		12-01-2018
advwk0000022	7	196.8716	10-01-2014		12-01-2018
advwk0000022	7	223.9323	10-01-2015		12-01-2018
advwk0000022	7	227.0202	10-01-2016		12-01-2018
advwk0000023	7	196.8716	10-01-2014		12-01-2018
advwk0000023	7	223.9323	10-01-2015		12-01-2018
advwk0000023	7	227.0202	10-01-2016		12-01-2018
advwk0000024	7	196.8716	10-01-2014		12-01-2018
advwk0000024	7	223.9323	10-01-2015		12-01-2018
advwk0000024	7	227.0202	10-01-2016		12-01-2018
advwk0000025	7	196.8716	10-01-2014		12-01-2018
advwk0000025	7	223.9323	10-01-2015		12-01-2018
advwk0000025	7	227.0202	10-01-2016		12-01-2018
advwk0000026	7	130.9509	10-01-2014		12-01-2018
advwk0000026	7	148.9506	10-01-2015		12-01-2018
advwk0000026	7	151.0045	10-01-2016		12-01-2018
advwk0000027	7	130.9509	10-01-2014		12-01-2018
advwk0000027	7	148.9506	10-01-2015		12-01-2018
advwk0000027	7	151.0045	10-01-2016		12-01-2018
advwk0000028	7	130.9509	10-01-2014		12-01-2018
advwk0000028	7	148.9506	10-01-2015		12-01-2018
advwk0000028	7	151.0045	10-01-2016		12-01-2018
advwk0000029	7	130.9509	10-01-2014		12-01-2018
advwk0000029	7	148.9506	10-01-2015		12-01-2018
advwk0000029	7	151.0045	10-01-2016		12-01-2018
advwk0000030	7	784.5902	10-01-2014		12-01-2018
advwk0000030	7	927.1721	10-01-2015		12-01-2018
advwk0000030	7	931.5678	10-01-2016		12-01-2018
advwk0000031	7	784.5902	10-01-2014		12-01-2018
advwk0000031	7	927.1721	10-01-2015		12-01-2018
advwk0000031	7	931.5678	10-01-2016		12-01-2018
advwk0000032	7	784.5902	10-01-2014		12-01-2018
advwk0000032	7	927.1721	10-01-2015		12-01-2018
advwk0000032	7	931.5678	10-01-2016		12-01-2018
advwk0000033	7	784.5902	10-01-2014		12-01-2018
advwk0000033	7	927.1721	10-01-2015		12-01-2018
advwk0000033	7	931.5678	10-01-2016		12-01-2018
advwk0000034	7	336.1535	10-01-2014		12-01-2018
advwk0000034	7	382.359	10-01-2015		12-01-2018
advwk0000034	7	387.6316	10-01-2016		12-01-2018
advwk0000035	7	336.1535	10-01-2014		12-01-2018
advwk0000035	7	382.359	10-01-2015		12-01-2018
advwk0000035	7	387.6316	10-01-2016		12-01-2018
advwk0000036	7	336.1535	10-01-2014		12-01-2018
advwk0000036	7	382.359	10-01-2015		12-01-2018
advwk0000036	7	387.6316	10-01-2016		12-01-2018
advwk0000037	7	336.1535	10-01-2014		12-01-2018
advwk0000037	7	382.359	10-01-2015		12-01-2018
advwk0000037	7	387.6316	10-01-2016		12-01-2018
advwk0000038	7	186.7605	10-01-2014		12-01-2018
advwk0000038	7	214.3446	10-01-2015		12-01-2018
advwk0000038	7	215.3074	10-01-2016		12-01-2018
advwk0000039	7	186.7605	10-01-2014		12-01-2018
advwk0000039	7	214.3446	10-01-2015		12-01-2018
advwk0000039	7	215.3074	10-01-2016		12-01-2018
advwk0000040	7	186.7605	10-01-2014		12-01-2018
advwk0000040	7	214.3446	10-01-2015		12-01-2018
advwk0000040	7	215.3074	10-01-2016		12-01-2018
advwk0000041	7	186.7605	10-01-2014		12-01-2018
advwk0000041	7	214.3446	10-01-2015		12-01-2018
advwk0000041	7	215.3074	10-01-2016		12-01-2018
advwk0000042	7	413.069	10-01-2014		12-01-2018
advwk0000042	7	488.1351	10-01-2015		12-01-2018
advwk0000042	7	490.4494	10-01-2016		12-01-2018
advwk0000043	7	413.069	10-01-2014		12-01-2018
advwk0000043	7	488.1351	10-01-2015		12-01-2018
advwk0000043	7	490.4494	10-01-2016		12-01-2018
advwk0000044	7	413.069	10-01-2014		12-01-2018
advwk0000044	7	488.1351	10-01-2015		12-01-2018
advwk0000044	7	490.4494	10-01-2016		12-01-2018
advwk0000045	7	413.069	10-01-2014		12-01-2018
advwk0000045	7	488.1351	10-01-2015		12-01-2018
advwk0000045	7	490.4494	10-01-2016		12-01-2018
advwk0000046	7	451.6838	10-01-2014		12-01-2018
advwk0000046	7	513.7694	10-01-2015		12-01-2018
advwk0000046	7	520.8541	10-01-2016		12-01-2018
advwk0000047	7	451.6838	10-01-2014		12-01-2018
advwk0000047	7	513.7694	10-01-2015		12-01-2018
