Product_ID;ProductLabel;CurrencyKey;UnitCost_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate
"0101010101011";"0101011";"23";"202.7821";"2013-10-01";"";"2019-04-16"
"0101010101011";"0101011";"23";"205.0564";"2014-10-01";"";"2019-04-16"
"0101010101011";"0101011";"23";"215.6619";"2015-10-01";"";"2019-04-16"
"0101010101011";"0101011";"23";"227.181";"2016-10-01";"";"2019-04-16"
"0101010101012";"0101012";"23";"226.0719";"2012-01-01";"";"2019-04-16"
"0101010101012";"0101012";"23";"232.6774";"2012-10-01";"";"2019-04-16"
"0101010101012";"0101012";"23";"236.8665";"2013-10-01";"";"2019-04-16"
"0101010101012";"0101012";"23";"239.523";"2014-10-01";"";"2019-04-16"
"0101010101012";"0101012";"23";"251.9112";"2015-10-01";"";"2019-04-16"
"0101010101012";"0101012";"23";"265.3665";"2016-10-01";"";"2019-04-16"
"0101010101013";"0101013";"23";"226.0719";"2012-01-01";"";"2019-04-16"
"0101010101013";"0101013";"23";"232.6774";"2012-10-01";"";"2019-04-16"
"0101010101013";"0101013";"23";"236.8665";"2013-10-01";"";"2019-04-16"
"0101010101013";"0101013";"23";"239.523";"2014-10-01";"";"2019-04-16"
"0101010101013";"0101013";"23";"251.9112";"2015-10-01";"";"2019-04-16"
"0101010101013";"0101013";"23";"265.3665";"2016-10-01";"";"2019-04-16"
"0101010101014";"0101014";"23";"226.0719";"2012-01-01";"";"2019-04-16"
"0101010101014";"0101014";"23";"232.6774";"2012-10-01";"";"2019-04-16"
"0101010101014";"0101014";"23";"236.8665";"2013-10-01";"";"2019-04-16"
"0101010101014";"0101014";"23";"239.523";"2014-10-01";"";"2019-04-16"
"0101010101014";"0101014";"23";"251.9112";"2015-10-01";"";"2019-04-16"
"0101010101014";"0101014";"23";"265.3665";"2016-10-01";"";"2019-04-16"
"0101010101015";"0101015";"23";"226.0719";"2012-01-01";"";"2019-04-16"
"0101010101015";"0101015";"23";"232.6774";"2012-10-01";"";"2019-04-16"
"0101010101015";"0101015";"23";"236.8665";"2013-10-01";"";"2019-04-16"
"0101010101015";"0101015";"23";"239.523";"2014-10-01";"";"2019-04-16"
"0101010101015";"0101015";"23";"251.9112";"2015-10-01";"";"2019-04-16"
"0101010101015";"0101015";"23";"265.3665";"2016-10-01";"";"2019-04-16"
"0101010101016";"0101016";"23";"319.9942";"2012-01-01";"";"2019-04-16"
"0101010101016";"0101016";"23";"319.7516";"2013-10-01";"";"2019-04-16"
"0101010101016";"0101016";"23";"335.9233";"2014-10-01";"";"2019-04-16"
"0101010101016";"0101016";"23";"350.1439";"2015-10-01";"";"2019-04-16"
"0101010101016";"0101016";"23";"372.2602";"2016-10-01";"";"2019-04-16"
"0101010101017";"0101017";"23";"319.9942";"2012-01-01";"";"2019-04-16"
"0101010101017";"0101017";"23";"319.7516";"2013-10-01";"";"2019-04-16"
"0101010101017";"0101017";"23";"335.9233";"2014-10-01";"";"2019-04-16"
"0101010101017";"0101017";"23";"350.1439";"2015-10-01";"";"2019-04-16"
"0101010101017";"0101017";"23";"372.2602";"2016-10-01";"";"2019-04-16"
"0101010101018";"0101018";"23";"319.9942";"2012-01-01";"";"2019-04-16"
"0101010101018";"0101018";"23";"319.7516";"2013-10-01";"";"2019-04-16"
"0101010101018";"0101018";"23";"335.9233";"2014-10-01";"";"2019-04-16"
"0101010101018";"0101018";"23";"350.1439";"2015-10-01";"";"2019-04-16"
"0101010101018";"0101018";"23";"372.2602";"2016-10-01";"";"2019-04-16"
"0101010101019";"0101019";"23";"319.9942";"2012-01-01";"";"2019-04-16"
"0101010101019";"0101019";"23";"319.7516";"2013-10-01";"";"2019-04-16"
"0101010101019";"0101019";"23";"335.9233";"2014-10-01";"";"2019-04-16"
"0101010101019";"0101019";"23";"350.1439";"2015-10-01";"";"2019-04-16"
"0101010101019";"0101019";"23";"372.2602";"2016-10-01";"";"2019-04-16"
"0101010101020";"0101020";"23";"389.993";"2012-01-01";"";"2019-04-16"
"0101010101020";"0101020";"23";"389.6972";"2013-10-01";"";"2019-04-16"
"0101010101020";"0101020";"23";"409.4065";"2014-10-01";"";"2019-04-16"
"0101010101020";"0101020";"23";"426.7379";"2015-10-01";"";"2019-04-16"
"0101010101020";"0101020";"23";"453.6921";"2016-10-01";"";"2019-04-16"
"0101010101021";"0101021";"23";"389.993";"2012-01-01";"";"2019-04-16"
"0101010101021";"0101021";"23";"389.6972";"2013-10-01";"";"2019-04-16"
"0101010101021";"0101021";"23";"409.4065";"2014-10-01";"";"2019-04-16"
"0101010101021";"0101021";"23";"426.7379";"2015-10-01";"";"2019-04-16"
"0101010101021";"0101021";"23";"453.6921";"2016-10-01";"";"2019-04-16"
"0101010101022";"0101022";"23";"389.993";"2012-01-01";"";"2019-04-16"
"0101010101022";"0101022";"23";"389.6972";"2013-10-01";"";"2019-04-16"
"0101010101022";"0101022";"23";"409.4065";"2014-10-01";"";"2019-04-16"
"0101010101022";"0101022";"23";"426.7379";"2015-10-01";"";"2019-04-16"
"0101010101022";"0101022";"23";"453.6921";"2016-10-01";"";"2019-04-16"
"0101010101023";"0101023";"23";"389.993";"2012-01-01";"";"2019-04-16"
"0101010101023";"0101023";"23";"389.6972";"2013-10-01";"";"2019-04-16"
"0101010101023";"0101023";"23";"409.4065";"2014-10-01";"";"2019-04-16"
"0101010101023";"0101023";"23";"426.7379";"2015-10-01";"";"2019-04-16"
"0101010101023";"0101023";"23";"453.6921";"2016-10-01";"";"2019-04-16"
"0101010101024";"0101024";"23";"581.825";"2012-01-01";"";"2019-04-16"
"0101010101024";"0101024";"23";"582.5105";"2014-10-01";"";"2019-04-16"
"0101010101024";"0101024";"23";"630.8034";"2015-10-01";"";"2019-04-16"
"0101010101024";"0101024";"23";"664.6612";"2016-10-01";"";"2019-04-16"
"0101010101025";"0101025";"23";"581.825";"2012-01-01";"";"2019-04-16"
"0101010101025";"0101025";"23";"582.5105";"2014-10-01";"";"2019-04-16"
"0101010101025";"0101025";"23";"630.8034";"2015-10-01";"";"2019-04-16"
"0101010101025";"0101025";"23";"664.6612";"2016-10-01";"";"2019-04-16"
"0101010101026";"0101026";"23";"581.825";"2012-01-01";"";"2019-04-16"
"0101010101026";"0101026";"23";"582.5105";"2014-10-01";"";"2019-04-16"
"0101010101026";"0101026";"23";"630.8034";"2015-10-01";"";"2019-04-16"
"0101010101026";"0101026";"23";"664.6612";"2016-10-01";"";"2019-04-16"
"0101010101027";"0101027";"23";"581.825";"2012-01-01";"";"2019-04-16"
"0101010101027";"0101027";"23";"582.5105";"2014-10-01";"";"2019-04-16"
"0101010101027";"0101027";"23";"630.8034";"2015-10-01";"";"2019-04-16"
"0101010101027";"0101027";"23";"664.6612";"2016-10-01";"";"2019-04-16"
"0101010101028";"0101028";"23";"581.825";"2012-01-01";"";"2019-04-16"
"0101010101028";"0101028";"23";"582.5105";"2014-10-01";"";"2019-04-16"
"0101010101028";"0101028";"23";"630.8034";"2015-10-01";"";"2019-04-16"
"0101010101028";"0101028";"23";"664.6612";"2016-10-01";"";"2019-04-16"
"0101010101029";"0101029";"23";"534.7372";"2012-01-01";"";"2019-04-16"
"0101010101029";"0101029";"23";"534.3317";"2013-10-01";"";"2019-04-16"
"0101010101029";"0101029";"23";"561.356";"2014-10-01";"";"2019-04-16"
"0101010101029";"0101029";"23";"585.1199";"2015-10-01";"";"2019-04-16"
"0101010101029";"0101029";"23";"622.078";"2016-10-01";"";"2019-04-16"
"0101010101030";"0101030";"23";"534.7372";"2012-01-01";"";"2019-04-16"
"0101010101030";"0101030";"23";"534.3317";"2013-10-01";"";"2019-04-16"
"0101010101030";"0101030";"23";"561.356";"2014-10-01";"";"2019-04-16"
"0101010101030";"0101030";"23";"585.1199";"2015-10-01";"";"2019-04-16"
"0101010101030";"0101030";"23";"622.078";"2016-10-01";"";"2019-04-16"
"0101010101031";"0101031";"23";"534.7372";"2012-01-01";"";"2019-04-16"
"0101010101031";"0101031";"23";"534.3317";"2013-10-01";"";"2019-04-16"
"0101010101031";"0101031";"23";"561.356";"2014-10-01";"";"2019-04-16"
"0101010101031";"0101031";"23";"585.1199";"2015-10-01";"";"2019-04-16"
"0101010101031";"0101031";"23";"622.078";"2016-10-01";"";"2019-04-16"
"0101010101032";"0101032";"23";"534.7372";"2012-01-01";"";"2019-04-16"
"0101010101032";"0101032";"23";"534.3317";"2013-10-01";"";"2019-04-16"
"0101010101032";"0101032";"23";"561.356";"2014-10-01";"";"2019-04-16"
"0101010101032";"0101032";"23";"585.1199";"2015-10-01";"";"2019-04-16"
"0101010101032";"0101032";"23";"622.078";"2016-10-01";"";"2019-04-16"
"0101010101033";"0101033";"23";"534.7372";"2012-01-01";"";"2019-04-16"
"0101010101033";"0101033";"23";"534.3317";"2013-10-01";"";"2019-04-16"
"0101010101033";"0101033";"23";"561.356";"2014-10-01";"";"2019-04-16"
"0101010101033";"0101033";"23";"585.1199";"2015-10-01";"";"2019-04-16"
"0101010101033";"0101033";"23";"622.078";"2016-10-01";"";"2019-04-16"
"0101010101034";"0101034";"23";"309.6147";"2012-01-01";"";"2019-04-16"
"0101010101034";"0101034";"23";"309.3799";"2013-10-01";"";"2019-04-16"
"0101010101034";"0101034";"23";"325.027";"2014-10-01";"";"2019-04-16"
"0101010101034";"0101034";"23";"338.7864";"2015-10-01";"";"2019-04-16"
"0101010101034";"0101034";"23";"360.1853";"2016-10-01";"";"2019-04-16"
"0101010101035";"0101035";"23";"309.6147";"2012-01-01";"";"2019-04-16"
"0101010101035";"0101035";"23";"309.3799";"2013-10-01";"";"2019-04-16"
"0101010101035";"0101035";"23";"325.027";"2014-10-01";"";"2019-04-16"
"0101010101035";"0101035";"23";"338.7864";"2015-10-01";"";"2019-04-16"
"0101010101035";"0101035";"23";"360.1853";"2016-10-01";"";"2019-04-16"
"0101010101036";"0101036";"23";"309.6147";"2012-01-01";"";"2019-04-16"
"0101010101036";"0101036";"23";"309.3799";"2013-10-01";"";"2019-04-16"
"0101010101036";"0101036";"23";"325.027";"2014-10-01";"";"2019-04-16"
"0101010101036";"0101036";"23";"338.7864";"2015-10-01";"";"2019-04-16"
"0101010101036";"0101036";"23";"360.1853";"2016-10-01";"";"2019-04-16"
"0101010101037";"0101037";"23";"627.4571";"2012-01-01";"";"2019-04-16"
"0101010101037";"0101037";"23";"645.7906";"2012-10-01";"";"2019-04-16"
"0101010101037";"0101037";"23";"657.4172";"2013-10-01";"";"2019-04-16"
"0101010101037";"0101037";"23";"664.7903";"2014-10-01";"";"2019-04-16"
"0101010101037";"0101037";"23";"699.1734";"2015-10-01";"";"2019-04-16"
"0101010101037";"0101037";"23";"736.5182";"2016-10-01";"";"2019-04-16"
"0101010101038";"0101038";"23";"627.4571";"2012-01-01";"";"2019-04-16"
"0101010101038";"0101038";"23";"645.7906";"2012-10-01";"";"2019-04-16"
"0101010101038";"0101038";"23";"657.4172";"2013-10-01";"";"2019-04-16"
"0101010101038";"0101038";"23";"664.7903";"2014-10-01";"";"2019-04-16"
"0101010101038";"0101038";"23";"699.1734";"2015-10-01";"";"2019-04-16"
"0101010101038";"0101038";"23";"736.5182";"2016-10-01";"";"2019-04-16"
"0101010101039";"0101039";"23";"627.4571";"2012-01-01";"";"2019-04-16"
"0101010101039";"0101039";"23";"645.7906";"2012-10-01";"";"2019-04-16"
"0101010101039";"0101039";"23";"657.4172";"2013-10-01";"";"2019-04-16"
"0101010101039";"0101039";"23";"664.7903";"2014-10-01";"";"2019-04-16"
"0101010101039";"0101039";"23";"699.1734";"2015-10-01";"";"2019-04-16"
"0101010101039";"0101039";"23";"736.5182";"2016-10-01";"";"2019-04-16"
"0101010101040";"0101040";"23";"627.4571";"2012-01-01";"";"2019-04-16"
"0101010101040";"0101040";"23";"645.7906";"2012-10-01";"";"2019-04-16"
"0101010101040";"0101040";"23";"657.4172";"2013-10-01";"";"2019-04-16"
"0101010101040";"0101040";"23";"664.7903";"2014-10-01";"";"2019-04-16"
"0101010101040";"0101040";"23";"699.1734";"2015-10-01";"";"2019-04-16"
"0101010101040";"0101040";"23";"736.5182";"2016-10-01";"";"2019-04-16"
"0101010101041";"0101041";"23";"675.241";"2012-01-01";"";"2019-04-16"
"0101010101041";"0101041";"23";"676.0366";"2014-10-01";"";"2019-04-16"
"0101010101041";"0101041";"23";"732.0833";"2015-10-01";"";"2019-04-16"
"0101010101041";"0101041";"23";"771.3771";"2016-10-01";"";"2019-04-16"
"0101010101042";"0101042";"23";"675.241";"2012-01-01";"";"2019-04-16"
"0101010101042";"0101042";"23";"676.0366";"2014-10-01";"";"2019-04-16"
"0101010101042";"0101042";"23";"732.0833";"2015-10-01";"";"2019-04-16"
"0101010101042";"0101042";"23";"771.3771";"2016-10-01";"";"2019-04-16"
"0101010101043";"0101043";"23";"675.241";"2012-01-01";"";"2019-04-16"
"0101010101043";"0101043";"23";"676.0366";"2014-10-01";"";"2019-04-16"
"0101010101043";"0101043";"23";"732.0833";"2015-10-01";"";"2019-04-16"
"0101010101043";"0101043";"23";"771.3771";"2016-10-01";"";"2019-04-16"
"0101010101044";"0101044";"23";"675.241";"2012-01-01";"";"2019-04-16"
"0101010101044";"0101044";"23";"676.0366";"2014-10-01";"";"2019-04-16"
"0101010101044";"0101044";"23";"732.0833";"2015-10-01";"";"2019-04-16"
"0101010101044";"0101044";"23";"771.3771";"2016-10-01";"";"2019-04-16"
"0101010101045";"0101045";"23";"675.241";"2012-01-01";"";"2019-04-16"
"0101010101045";"0101045";"23";"676.0366";"2014-10-01";"";"2019-04-16"
"0101010101045";"0101045";"23";"732.0833";"2015-10-01";"";"2019-04-16"
"0101010101045";"0101045";"23";"771.3771";"2016-10-01";"";"2019-04-16"
"0101040104001";"0104001";"23";"483.8521";"2012-01-01";"";"2019-04-16"
"0101040104001";"0104001";"23";"497.9896";"2012-10-01";"";"2019-04-16"
"0101040104001";"0104001";"23";"506.9552";"2013-10-01";"";"2019-04-16"
"0101040104001";"0104001";"23";"512.6409";"2014-10-01";"";"2019-04-16"
"0101040104001";"0104001";"23";"539.1548";"2015-10-01";"";"2019-04-16"
"0101040104001";"0104001";"23";"567.9526";"2016-10-01";"";"2019-04-16"
"0101040104002";"0104002";"23";"483.8521";"2012-01-01";"";"2019-04-16"
"0101040104002";"0104002";"23";"497.9896";"2012-10-01";"";"2019-04-16"
"0101040104002";"0104002";"23";"506.9552";"2013-10-01";"";"2019-04-16"
"0101040104002";"0104002";"23";"512.6409";"2014-10-01";"";"2019-04-16"
"0101040104002";"0104002";"23";"539.1548";"2015-10-01";"";"2019-04-16"
"0101040104002";"0104002";"23";"567.9526";"2016-10-01";"";"2019-04-16"
"0101040104003";"0104003";"23";"483.8521";"2012-01-01";"";"2019-04-16"
"0101040104003";"0104003";"23";"497.9896";"2012-10-01";"";"2019-04-16"
"0101040104003";"0104003";"23";"506.9552";"2013-10-01";"";"2019-04-16"
"0101040104003";"0104003";"23";"512.6409";"2014-10-01";"";"2019-04-16"
"0101040104003";"0104003";"23";"539.1548";"2015-10-01";"";"2019-04-16"
"0101040104003";"0104003";"23";"567.9526";"2016-10-01";"";"2019-04-16"
"0101040104004";"0104004";"23";"581.9516";"2012-01-01";"";"2019-04-16"
"0101040104004";"0104004";"23";"598.9555";"2012-10-01";"";"2019-04-16"
"0101040104004";"0104004";"23";"609.7388";"2013-10-01";"";"2019-04-16"
"0101040104004";"0104004";"23";"616.5773";"2014-10-01";"";"2019-04-16"
"0101040104004";"0104004";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104004";"0104004";"23";"683.1032";"2016-10-01";"";"2019-04-16"
"0101040104005";"0104005";"23";"581.9516";"2012-01-01";"";"2019-04-16"
"0101040104005";"0104005";"23";"598.9555";"2012-10-01";"";"2019-04-16"
"0101040104005";"0104005";"23";"609.7388";"2013-10-01";"";"2019-04-16"
"0101040104005";"0104005";"23";"616.5773";"2014-10-01";"";"2019-04-16"
"0101040104005";"0104005";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104005";"0104005";"23";"683.1032";"2016-10-01";"";"2019-04-16"
"0101040104006";"0104006";"23";"581.9516";"2012-01-01";"";"2019-04-16"
"0101040104006";"0104006";"23";"598.9555";"2012-10-01";"";"2019-04-16"
"0101040104006";"0104006";"23";"609.7388";"2013-10-01";"";"2019-04-16"
"0101040104006";"0104006";"23";"616.5773";"2014-10-01";"";"2019-04-16"
"0101040104006";"0104006";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104006";"0104006";"23";"683.1032";"2016-10-01";"";"2019-04-16"
"0101040104007";"0104007";"23";"581.9516";"2012-01-01";"";"2019-04-16"
"0101040104007";"0104007";"23";"598.9555";"2012-10-01";"";"2019-04-16"
"0101040104007";"0104007";"23";"609.7388";"2013-10-01";"";"2019-04-16"
"0101040104007";"0104007";"23";"616.5773";"2014-10-01";"";"2019-04-16"
"0101040104007";"0104007";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104007";"0104007";"23";"683.1032";"2016-10-01";"";"2019-04-16"
"0101040104008";"0104008";"23";"620.685";"2012-01-01";"";"2019-04-16"
"0101040104008";"0104008";"23";"620.2143";"2013-10-01";"";"2019-04-16"
"0101040104008";"0104008";"23";"651.5822";"2014-10-01";"";"2019-04-16"
"0101040104008";"0104008";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104008";"0104008";"23";"722.064";"2016-10-01";"";"2019-04-16"
"0101040104009";"0104009";"23";"620.685";"2012-01-01";"";"2019-04-16"
"0101040104009";"0104009";"23";"620.2143";"2013-10-01";"";"2019-04-16"
"0101040104009";"0104009";"23";"651.5822";"2014-10-01";"";"2019-04-16"
"0101040104009";"0104009";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104009";"0104009";"23";"722.064";"2016-10-01";"";"2019-04-16"
"0101040104010";"0104010";"23";"620.685";"2012-01-01";"";"2019-04-16"
"0101040104010";"0104010";"23";"620.2143";"2013-10-01";"";"2019-04-16"
"0101040104010";"0104010";"23";"651.5822";"2014-10-01";"";"2019-04-16"
"0101040104010";"0104010";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104010";"0104010";"23";"722.064";"2016-10-01";"";"2019-04-16"
"0101040104011";"0104011";"23";"620.685";"2012-01-01";"";"2019-04-16"
"0101040104011";"0104011";"23";"620.2143";"2013-10-01";"";"2019-04-16"
"0101040104011";"0104011";"23";"651.5822";"2014-10-01";"";"2019-04-16"
"0101040104011";"0104011";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104011";"0104011";"23";"722.064";"2016-10-01";"";"2019-04-16"
"0101040104012";"0104012";"23";"503.3454";"2012-01-01";"";"2019-04-16"
"0101040104012";"0104012";"23";"502.9636";"2013-10-01";"";"2019-04-16"
"0101040104012";"0104012";"23";"528.4015";"2014-10-01";"";"2019-04-16"
"0101040104012";"0104012";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104012";"0104012";"23";"585.5588";"2016-10-01";"";"2019-04-16"
"0101040104013";"0104013";"23";"503.3454";"2012-01-01";"";"2019-04-16"
"0101040104013";"0104013";"23";"502.9636";"2013-10-01";"";"2019-04-16"
"0101040104013";"0104013";"23";"528.4015";"2014-10-01";"";"2019-04-16"
"0101040104013";"0104013";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104013";"0104013";"23";"585.5588";"2016-10-01";"";"2019-04-16"
"0101040104014";"0104014";"23";"503.3454";"2012-01-01";"";"2019-04-16"
"0101040104014";"0104014";"23";"502.9636";"2013-10-01";"";"2019-04-16"
"0101040104014";"0104014";"23";"528.4015";"2014-10-01";"";"2019-04-16"
"0101040104014";"0104014";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104014";"0104014";"23";"585.5588";"2016-10-01";"";"2019-04-16"
"0101040104015";"0104015";"23";"503.3454";"2012-01-01";"";"2019-04-16"
"0101040104015";"0104015";"23";"502.9636";"2013-10-01";"";"2019-04-16"
"0101040104015";"0104015";"23";"528.4015";"2014-10-01";"";"2019-04-16"
"0101040104015";"0104015";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104015";"0104015";"23";"585.5588";"2016-10-01";"";"2019-04-16"
"0101040104016";"0104016";"23";"526.826";"2012-01-01";"";"2019-04-16"
"0101040104016";"0104016";"23";"527.4467";"2014-10-01";"";"2019-04-16"
"0101040104016";"0104016";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104016";"0104016";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104017";"0104017";"23";"526.826";"2012-01-01";"";"2019-04-16"
"0101040104017";"0104017";"23";"527.4467";"2014-10-01";"";"2019-04-16"
"0101040104017";"0104017";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104017";"0104017";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104018";"0104018";"23";"526.826";"2012-01-01";"";"2019-04-16"
"0101040104018";"0104018";"23";"527.4467";"2014-10-01";"";"2019-04-16"
"0101040104018";"0104018";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104018";"0104018";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104019";"0104019";"23";"526.826";"2012-01-01";"";"2019-04-16"
"0101040104019";"0104019";"23";"527.4467";"2014-10-01";"";"2019-04-16"
"0101040104019";"0104019";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104019";"0104019";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101040104020";"0104020";"23";"526.826";"2012-01-01";"";"2019-04-16"
"0101040104020";"0104020";"23";"527.4467";"2014-10-01";"";"2019-04-16"
"0101040104020";"0104020";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104020";"0104020";"23";"601.8318";"2016-10-01";"";"2019-04-16"
"0101060106001";"0106001";"23";"82.9099";"2012-01-01";"";"2019-04-16"
"0101060106001";"0106001";"23";"85.3324";"2012-10-01";"";"2019-04-16"
"0101060106001";"0106001";"23";"86.8687";"2013-10-01";"";"2019-04-16"
"0101060106001";"0106001";"23";"87.843";"2014-10-01";"";"2019-04-16"
"0101060106001";"0106001";"23";"92.3862";"2015-10-01";"";"2019-04-16"
"0101060106001";"0106001";"23";"97.3208";"2016-10-01";"";"2019-04-16"
"0101060106002";"0106002";"23";"82.9099";"2012-01-01";"";"2019-04-16"
"0101060106002";"0106002";"23";"85.3324";"2012-10-01";"";"2019-04-16"
"0101060106002";"0106002";"23";"86.8687";"2013-10-01";"";"2019-04-16"
"0101060106002";"0106002";"23";"87.843";"2014-10-01";"";"2019-04-16"
"0101060106002";"0106002";"23";"92.3862";"2015-10-01";"";"2019-04-16"
"0101060106002";"0106002";"23";"97.3208";"2016-10-01";"";"2019-04-16"
