Product_ID;CurrencyKey;UnitCost_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate
"0101040104004";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104005";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104006";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104007";"23";"648.4668";"2015-10-01";"";"2019-04-16"
"0101040104008";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104009";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104010";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104011";"23";"679.1656";"2015-10-01";"";"2019-04-16"
"0101040104012";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104013";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104014";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104015";"23";"550.7703";"2015-10-01";"";"2019-04-16"
"0101040104016";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104017";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104018";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104019";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101040104020";"23";"571.1746";"2015-10-01";"";"2019-04-16"
"0101060106001";"23";"92.3862";"2015-10-01";"";"2019-04-16"
"0101060106002";"23";"92.3862";"2015-10-01";"";"2019-04-16"
"0101060106003";"23";"92.3862";"2015-10-01";"";"2019-04-16"
"0101060106004";"23";"92.3862";"2015-10-01";"";"2019-04-16"
"0101060106005";"23";"155.5051";"2015-10-01";"";"2019-04-16"
"0101060106006";"23";"155.5051";"2015-10-01";"";"2019-04-16"
"0101060106007";"23";"155.5051";"2015-10-01";"";"2019-04-16"
"0101060106008";"23";"155.5051";"2015-10-01";"";"2019-04-16"
"0101060106009";"23";"120.8467";"2015-10-01";"";"2019-04-16"
"0101060106010";"23";"123.0641";"2015-10-01";"";"2019-04-16"
"0101060106011";"23";"123.0641";"2015-10-01";"";"2019-04-16"
"0101060106012";"23";"123.0641";"2015-10-01";"";"2019-04-16"
"0101060106013";"23";"131.527";"2015-10-01";"";"2019-04-16"
"0101060106014";"23";"131.527";"2015-10-01";"";"2019-04-16"
"0101060106015";"23";"131.527";"2015-10-01";"";"2019-04-16"
"0101060106016";"23";"131.527";"2015-10-01";"";"2019-04-16"
"0101060106017";"23";"131.527";"2015-10-01";"";"2019-04-16"
"0101060106018";"23";"318.426";"2015-10-01";"";"2019-04-16"
"0101060106019";"23";"318.426";"2015-10-01";"";"2019-04-16"
"0101060106020";"23";"318.426";"2015-10-01";"";"2019-04-16"
"0101060106021";"23";"318.426";"2015-10-01";"";"2019-04-16"
"0101060106022";"23";"318.426";"2015-10-01";"";"2019-04-16"
"0101060106023";"23";"344.1189";"2015-10-01";"";"2019-04-16"
"0101060106024";"23";"344.1189";"2015-10-01";"";"2019-04-16"
"0101060106025";"23";"344.1189";"2015-10-01";"";"2019-04-16"
"0101060106026";"23";"344.1189";"2015-10-01";"";"2019-04-16"
"0101060106027";"23";"344.1189";"2015-10-01";"";"2019-04-16"
"0101060106028";"23";"242.3199";"2015-10-01";"";"2019-04-16"
"0101060106029";"23";"242.3199";"2015-10-01";"";"2019-04-16"
"0101060106030";"23";"242.3199";"2015-10-01";"";"2019-04-16"
"0101060106031";"23";"242.3199";"2015-10-01";"";"2019-04-16"
"0101060106032";"23";"242.3199";"2015-10-01";"";"2019-04-16"
"0101060106033";"23";"378.633";"2015-10-01";"";"2019-04-16"
"0101060106034";"23";"378.633";"2015-10-01";"";"2019-04-16"
"0101060106035";"23";"378.633";"2015-10-01";"";"2019-04-16"
"0101060106036";"23";"378.633";"2015-10-01";"";"2019-04-16"
"0101060106037";"23";"366.2107";"2015-10-01";"";"2019-04-16"
"0101060106038";"23";"366.2107";"2015-10-01";"";"2019-04-16"
"0101060106039";"23";"366.2107";"2015-10-01";"";"2019-04-16"
"0101060106040";"23";"366.2107";"2015-10-01";"";"2019-04-16"
"0101060106041";"23";"419.6665";"2015-10-01";"";"2019-04-16"
"0101060106042";"23";"419.6665";"2015-10-01";"";"2019-04-16"
"0101060106043";"23";"419.6665";"2015-10-01";"";"2019-04-16"
"0101060106044";"23";"419.6665";"2015-10-01";"";"2019-04-16"
"0101060106045";"23";"419.6665";"2015-10-01";"";"2019-04-16"
"0101060106046";"23";"573.6238";"2015-10-01";"";"2019-04-16"
"0101060106047";"23";"573.6238";"2015-10-01";"";"2019-04-16"
"0101060106048";"23";"573.6238";"2015-10-01";"";"2019-04-16"
"0101060106049";"23";"573.6238";"2015-10-01";"";"2019-04-16"
"0101060106050";"23";"573.6238";"2015-10-01";"";"2019-04-16"
"0202010201001";"23";"611.2302";"2015-10-01";"";"2019-04-16"
"0202010201002";"23";"611.2302";"2015-10-01";"";"2019-04-16"
"0202010201003";"23";"611.2302";"2015-10-01";"";"2019-04-16"
"0202010201004";"23";"431.3944";"2015-10-01";"";"2019-04-16"
"0202010201005";"23";"431.3944";"2015-10-01";"";"2019-04-16"
"0202010201006";"23";"431.3944";"2015-10-01";"";"2019-04-16"
"0202010201007";"23";"908.0651";"2015-10-01";"";"2019-04-16"
"0202010201008";"23";"908.0651";"2015-10-01";"";"2019-04-16"
"0202010201009";"23";"908.0651";"2015-10-01";"";"2019-04-16"
"0202010201010";"23";"515.5999";"2015-10-01";"";"2019-04-16"
"0202010201011";"23";"515.5999";"2015-10-01";"";"2019-04-16"
"0202010201012";"23";"515.5999";"2015-10-01";"";"2019-04-16"
"0202010201013";"23";"515.5999";"2015-10-01";"";"2019-04-16"
"0202010201014";"23";"719.1317";"2015-10-01";"";"2019-04-16"
"0202010201015";"23";"719.1317";"2015-10-01";"";"2019-04-16"
"0202010201016";"23";"719.1317";"2015-10-01";"";"2019-04-16"
"0202010201017";"23";"719.1317";"2015-10-01";"";"2019-04-16"
"0202010201018";"23";"1134.9403";"2015-10-01";"";"2019-04-16"
"0202010201019";"23";"1134.9403";"2015-10-01";"";"2019-04-16"
"0202010201020";"23";"1134.9403";"2015-10-01";"";"2019-04-16"
"0202010201021";"23";"1134.9403";"2015-10-01";"";"2019-04-16"
"0202010201022";"23";"1592.3376";"2015-10-01";"";"2019-04-16"
"0202010201023";"23";"1592.3376";"2015-10-01";"";"2019-04-16"
"0202010201024";"23";"1592.3376";"2015-10-01";"";"2019-04-16"
"0202010201025";"23";"1592.3376";"2015-10-01";"";"2019-04-16"
"0202010201026";"23";"1059.1577";"2015-10-01";"";"2019-04-16"
"0202010201027";"23";"1059.1577";"2015-10-01";"";"2019-04-16"
"0202010201028";"23";"1059.1577";"2015-10-01";"";"2019-04-16"
"0202010201029";"23";"1059.1577";"2015-10-01";"";"2019-04-16"
"0202010201030";"23";"6592.9355";"2015-10-01";"";"2019-04-16"
"0202010201031";"23";"6592.9355";"2015-10-01";"";"2019-04-16"
"0202010201032";"23";"6592.9355";"2015-10-01";"";"2019-04-16"
"0202010201033";"23";"6592.9355";"2015-10-01";"";"2019-04-16"
"0202010201034";"23";"2718.8787";"2015-10-01";"";"2019-04-16"
"0202010201035";"23";"2718.8787";"2015-10-01";"";"2019-04-16"
"0202010201036";"23";"2718.8787";"2015-10-01";"";"2019-04-16"
"0202010201037";"23";"2718.8787";"2015-10-01";"";"2019-04-16"
"0202010201038";"23";"1524.1614";"2015-10-01";"";"2019-04-16"
"0202010201039";"23";"1524.1614";"2015-10-01";"";"2019-04-16"
"0202010201040";"23";"1524.1614";"2015-10-01";"";"2019-04-16"
"0202010201041";"23";"1524.1614";"2015-10-01";"";"2019-04-16"
"0202010201042";"23";"3471.0315";"2015-10-01";"";"2019-04-16"
"0202010201043";"23";"3471.0315";"2015-10-01";"";"2019-04-16"
"0202010201044";"23";"3471.0315";"2015-10-01";"";"2019-04-16"
"0202010201045";"23";"3471.0315";"2015-10-01";"";"2019-04-16"
"0202010201046";"23";"3653.3113";"2015-10-01";"";"2019-04-16"
"0202010201047";"23";"3653.3113";"2015-10-01";"";"2019-04-16"
"0202010201048";"23";"3653.3113";"2015-10-01";"";"2019-04-16"
"0202010201049";"23";"3653.3113";"2015-10-01";"";"2019-04-16"
"0202010201050";"23";"2745.2114";"2015-10-01";"";"2019-04-16"
"0202020202001";"23";"375.4766";"2015-10-01";"";"2019-04-16"
"0202020202002";"23";"248.1029";"2015-10-01";"";"2019-04-16"
"0202020202003";"23";"418.3475";"2015-10-01";"";"2019-04-16"
"0202020202004";"23";"385.9065";"2015-10-01";"";"2019-04-16"
"0202020202005";"23";"353.5361";"2015-10-01";"";"2019-04-16"
"0202020202006";"23";"315.3096";"2015-10-01";"";"2019-04-16"
"0202020202007";"23";"384.1911";"2015-10-01";"";"2019-04-16"
"0202020202008";"23";"323.2108";"2015-10-01";"";"2019-04-16"
"0202020202009";"23";"298.0656";"2015-10-01";"";"2019-04-16"
"0202020202010";"23";"368.8893";"2015-10-01";"";"2019-04-16"
"0202020202011";"23";"411.5772";"2015-10-01";"";"2019-04-16"
"0202020202012";"23";"204.5897";"2015-10-01";"";"2019-04-16"
"0202020202013";"23";"237.3128";"2015-10-01";"";"2019-04-16"
"0202020202014";"23";"375.4766";"2015-10-01";"";"2019-04-16"
"0202020202015";"23";"248.1029";"2015-10-01";"";"2019-04-16"
"0202020202016";"23";"418.3475";"2015-10-01";"";"2019-04-16"
"0202020202017";"23";"385.9065";"2015-10-01";"";"2019-04-16"
"0202020202018";"23";"353.5361";"2015-10-01";"";"2019-04-16"
"0202020202019";"23";"315.3096";"2015-10-01";"";"2019-04-16"
"0202020202020";"23";"384.1911";"2015-10-01";"";"2019-04-16"
"0202020202021";"23";"323.2108";"2015-10-01";"";"2019-04-16"
"0202020202022";"23";"298.0656";"2015-10-01";"";"2019-04-16"
"0202020202023";"23";"368.8893";"2015-10-01";"";"2019-04-16"
"0202020202024";"23";"411.5772";"2015-10-01";"";"2019-04-16"
"0202020202025";"23";"204.5897";"2015-10-01";"";"2019-04-16"
"0202020202026";"23";"237.3128";"2015-10-01";"";"2019-04-16"
"0202030203001";"23";"1907.6473";"2015-10-01";"";"2019-04-16"
"0202030203002";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0202030203003";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202030203004";"23";"2035.0038";"2015-10-01";"";"2019-04-16"
"0202030203005";"23";"970.4082";"2015-10-01";"";"2019-04-16"
"0202030203006";"23";"1078.3097";"2015-10-01";"";"2019-04-16"
"0202030203007";"23";"1890.1459";"2015-10-01";"";"2019-04-16"
"0202030203008";"23";"1812.0779";"2015-10-01";"";"2019-04-16"
"0202030203009";"23";"1748.4343";"2015-10-01";"";"2019-04-16"
"0202030203010";"23";"2226.0732";"2015-10-01";"";"2019-04-16"
"0202030203011";"23";"2234.548";"2015-10-01";"";"2019-04-16"
"0202030203012";"23";"1833.2694";"2015-10-01";"";"2019-04-16"
"0202030203013";"23";"2521.2239";"2015-10-01";"";"2019-04-16"
"0202030203014";"23";"1907.6473";"2015-10-01";"";"2019-04-16"
"0202030203015";"23";"1845.3271";"2015-10-01";"";"2019-04-16"
"0202030203016";"23";"1877.768";"2015-10-01";"";"2019-04-16"
"0202030203017";"23";"1907.6473";"2015-10-01";"";"2019-04-16"
"0202030203018";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0202030203019";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202030203020";"23";"2035.0038";"2015-10-01";"";"2019-04-16"
"0202030203021";"23";"970.4082";"2015-10-01";"";"2019-04-16"
"0202030203022";"23";"1078.3097";"2015-10-01";"";"2019-04-16"
"0202030203023";"23";"1890.1459";"2015-10-01";"";"2019-04-16"
"0202030203024";"23";"1812.0779";"2015-10-01";"";"2019-04-16"
"0202030203025";"23";"1748.4343";"2015-10-01";"";"2019-04-16"
"0202030203026";"23";"2226.0732";"2015-10-01";"";"2019-04-16"
"0202030203027";"23";"2234.548";"2015-10-01";"";"2019-04-16"
"0202030203028";"23";"1833.2694";"2015-10-01";"";"2019-04-16"
"0202030203029";"23";"2521.2239";"2015-10-01";"";"2019-04-16"
"0202030203030";"23";"1907.6473";"2015-10-01";"";"2019-04-16"
"0202030203031";"23";"1845.3271";"2015-10-01";"";"2019-04-16"
"0202030203032";"23";"1877.768";"2015-10-01";"";"2019-04-16"
"0202030203033";"23";"1907.6473";"2015-10-01";"";"2019-04-16"
"0202030203034";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0202030203035";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202030203036";"23";"2035.0038";"2015-10-01";"";"2019-04-16"
"0202030203037";"23";"970.4082";"2015-10-01";"";"2019-04-16"
"0202030203038";"23";"1078.3097";"2015-10-01";"";"2019-04-16"
"0202030203039";"23";"1890.1459";"2015-10-01";"";"2019-04-16"
"0202030203040";"23";"1812.0779";"2015-10-01";"";"2019-04-16"
"0202030203041";"23";"1748.4343";"2015-10-01";"";"2019-04-16"
"0202030203042";"23";"2226.0732";"2015-10-01";"";"2019-04-16"
"0202030203043";"23";"2234.548";"2015-10-01";"";"2019-04-16"
"0202030203044";"23";"1833.2694";"2015-10-01";"";"2019-04-16"
"0202030203045";"23";"2521.2239";"2015-10-01";"";"2019-04-16"
"0202030203046";"23";"1907.6473";"2015-10-01";"";"2019-04-16"
"0202030203047";"23";"1845.3271";"2015-10-01";"";"2019-04-16"
"0202030203048";"23";"1877.768";"2015-10-01";"";"2019-04-16"
"0202030203049";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202030203050";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203051";"23";"2077.2095";"2015-10-01";"";"2019-04-16"
"0202030203052";"23";"1470.5634";"2015-10-01";"";"2019-04-16"
"0202030203053";"23";"1391.2946";"2015-10-01";"";"2019-04-16"
"0202030203054";"23";"1557.2957";"2015-10-01";"";"2019-04-16"
"0202030203055";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203056";"23";"1079.5874";"2015-10-01";"";"2019-04-16"
"0202030203057";"23";"1294.0421";"2015-10-01";"";"2019-04-16"
"0202030203058";"23";"715.535";"2015-10-01";"";"2019-04-16"
"0202030203059";"23";"1684.7214";"2015-10-01";"";"2019-04-16"
"0202030203060";"23";"1725.8597";"2015-10-01";"";"2019-04-16"
"0202030203061";"23";"1271.0723";"2015-10-01";"";"2019-04-16"
"0202030203062";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202030203063";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203064";"23";"2077.2095";"2015-10-01";"";"2019-04-16"
"0202030203065";"23";"1470.5634";"2015-10-01";"";"2019-04-16"
"0202030203066";"23";"1391.2946";"2015-10-01";"";"2019-04-16"
"0202030203067";"23";"1557.2957";"2015-10-01";"";"2019-04-16"
"0202030203068";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203069";"23";"1079.5874";"2015-10-01";"";"2019-04-16"
"0202030203070";"23";"1294.0421";"2015-10-01";"";"2019-04-16"
"0202030203071";"23";"715.535";"2015-10-01";"";"2019-04-16"
"0202030203072";"23";"1684.7214";"2015-10-01";"";"2019-04-16"
"0202030203073";"23";"1725.8597";"2015-10-01";"";"2019-04-16"
"0202030203074";"23";"1271.0723";"2015-10-01";"";"2019-04-16"
"0202030203075";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202030203076";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203077";"23";"2077.2095";"2015-10-01";"";"2019-04-16"
"0202030203078";"23";"1470.5634";"2015-10-01";"";"2019-04-16"
"0202030203079";"23";"1391.2946";"2015-10-01";"";"2019-04-16"
"0202030203080";"23";"1557.2957";"2015-10-01";"";"2019-04-16"
"0202030203081";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203082";"23";"1079.5874";"2015-10-01";"";"2019-04-16"
"0202030203083";"23";"1294.0421";"2015-10-01";"";"2019-04-16"
"0202030203084";"23";"715.535";"2015-10-01";"";"2019-04-16"
"0202030203085";"23";"1684.7214";"2015-10-01";"";"2019-04-16"
"0202030203086";"23";"1725.8597";"2015-10-01";"";"2019-04-16"
"0202030203087";"23";"1271.0723";"2015-10-01";"";"2019-04-16"
"0202030203088";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202030203089";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203090";"23";"2077.2095";"2015-10-01";"";"2019-04-16"
"0202030203091";"23";"1470.5634";"2015-10-01";"";"2019-04-16"
"0202030203092";"23";"1391.2946";"2015-10-01";"";"2019-04-16"
"0202030203093";"23";"1557.2957";"2015-10-01";"";"2019-04-16"
"0202030203094";"23";"1182.8965";"2015-10-01";"";"2019-04-16"
"0202030203095";"23";"1079.5874";"2015-10-01";"";"2019-04-16"
"0202030203096";"23";"1294.0421";"2015-10-01";"";"2019-04-16"
"0202030203097";"23";"715.535";"2015-10-01";"";"2019-04-16"
"0202030203098";"23";"1684.7214";"2015-10-01";"";"2019-04-16"
"0202030203099";"23";"1725.8597";"2015-10-01";"";"2019-04-16"
"0202030203100";"23";"1271.0723";"2015-10-01";"";"2019-04-16"
"0202050205001";"23";"1621.5549";"2015-10-01";"";"2019-04-16"
"0202050205002";"23";"1618.3108";"2015-10-01";"";"2019-04-16"
"0202050205003";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202050205004";"23";"1003.1312";"2015-10-01";"";"2019-04-16"
"0202050205005";"23";"931.2674";"2015-10-01";"";"2019-04-16"
"0202050205006";"23";"967.1641";"2015-10-01";"";"2019-04-16"
"0202050205007";"23";"1111.0327";"2015-10-01";"";"2019-04-16"
"0202050205008";"23";"715.535";"2015-10-01";"";"2019-04-16"
"0202050205009";"23";"787.3988";"2015-10-01";"";"2019-04-16"
"0202050205010";"23";"1146.9999";"2015-10-01";"";"2019-04-16"
"0202050205011";"23";"2271.1807";"2015-10-01";"";"2019-04-16"
"0202050205012";"23";"1993.9366";"2015-10-01";"";"2019-04-16"
"0202050205013";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0202050205014";"23";"1067.0259";"2015-10-01";"";"2019-04-16"
"0202050205015";"23";"1196.7192";"2015-10-01";"";"2019-04-16"
"0202050205016";"23";"1196.7192";"2015-10-01";"";"2019-04-16"
"0202050205017";"23";"1621.5549";"2015-10-01";"";"2019-04-16"
"0202050205018";"23";"1618.3108";"2015-10-01";"";"2019-04-16"
"0202050205019";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202050205020";"23";"1003.1312";"2015-10-01";"";"2019-04-16"
"0202050205021";"23";"931.2674";"2015-10-01";"";"2019-04-16"
"0202050205022";"23";"967.1641";"2015-10-01";"";"2019-04-16"
"0202050205023";"23";"1111.0327";"2015-10-01";"";"2019-04-16"
"0202050205024";"23";"715.535";"2015-10-01";"";"2019-04-16"
"0202050205025";"23";"787.3988";"2015-10-01";"";"2019-04-16"
"0202050205026";"23";"1146.9999";"2015-10-01";"";"2019-04-16"
"0202050205027";"23";"2271.1807";"2015-10-01";"";"2019-04-16"
"0202050205028";"23";"1993.9366";"2015-10-01";"";"2019-04-16"
"0202050205029";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0202050205030";"23";"1067.0259";"2015-10-01";"";"2019-04-16"
"0202050205031";"23";"1196.7192";"2015-10-01";"";"2019-04-16"
"0202050205032";"23";"1196.7192";"2015-10-01";"";"2019-04-16"
"0202050205033";"23";"1621.5549";"2015-10-01";"";"2019-04-16"
"0202050205034";"23";"1618.3108";"2015-10-01";"";"2019-04-16"
"0202050205035";"23";"1075.0656";"2015-10-01";"";"2019-04-16"
"0202050205036";"23";"1003.1312";"2015-10-01";"";"2019-04-16"
"0202050205037";"23";"931.2674";"2015-10-01";"";"2019-04-16"
"0202050205038";"23";"967.1641";"2015-10-01";"";"2019-04-16"
"0202050205039";"23";"1111.0327";"2015-10-01";"";"2019-04-16"
"0202050205040";"23";"715.535";"2015-10-01";"";"2019-04-16"
"0202050205041";"23";"787.3988";"2015-10-01";"";"2019-04-16"
"0202050205042";"23";"1146.9999";"2015-10-01";"";"2019-04-16"
"0202050205043";"23";"2271.1807";"2015-10-01";"";"2019-04-16"
"0202050205044";"23";"1993.9366";"2015-10-01";"";"2019-04-16"
"0202050205045";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0202050205046";"23";"1067.0259";"2015-10-01";"";"2019-04-16"
"0303010301001";"23";"2801.5598";"2015-10-01";"";"2019-04-16"
"0303010301002";"23";"2853.6064";"2015-10-01";"";"2019-04-16"
"0303010301003";"23";"2656.14";"2015-10-01";"";"2019-04-16"
"0303010301004";"23";"3136.125";"2015-10-01";"";"2019-04-16"
"0303010301005";"23";"1942.65";"2015-10-01";"";"2019-04-16"
"0303010301006";"23";"2567.9143";"2015-10-01";"";"2019-04-16"
"0303010301007";"23";"1315.975";"2015-10-01";"";"2019-04-16"
"0303010301008";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0303010301009";"23";"2137.2253";"2015-10-01";"";"2019-04-16"
"0303010301010";"23";"1900.4767";"2015-10-01";"";"2019-04-16"
"0303010301011";"23";"2458.3203";"2015-10-01";"";"2019-04-16"
"0303010301012";"23";"1377.0487";"2015-10-01";"";"2019-04-16"
"0303010301013";"23";"1434.5962";"2015-10-01";"";"2019-04-16"
"0303010301014";"23";"1208.0736";"2015-10-01";"";"2019-04-16"
"0303010301015";"23";"1150.5966";"2015-10-01";"";"2019-04-16"
"0303010301016";"23";"1383.8895";"2015-10-01";"";"2019-04-16"
"0303010301017";"23";"1376.9076";"2015-10-01";"";"2019-04-16"
"0303010301018";"23";"1306.948";"2015-10-01";"";"2019-04-16"
"0303010301019";"23";"1481.7766";"2015-10-01";"";"2019-04-16"
"0303010301020";"23";"1186.4933";"2015-10-01";"";"2019-04-16"
"0303010301021";"23";"1172.1064";"2015-10-01";"";"2019-04-16"
"0303010301022";"23";"1323.1685";"2015-10-01";"";"2019-04-16"
"0303010301023";"23";"1366.3291";"2015-10-01";"";"2019-04-16"
"0303010301024";"23";"1398.629";"2015-10-01";"";"2019-04-16"
"0303010301025";"23";"3035.2056";"2015-10-01";"";"2019-04-16"
"0303010301026";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0303010301027";"23";"1376.9076";"2015-10-01";"";"2019-04-16"
"0303010301028";"23";"1942.65";"2015-10-01";"";"2019-04-16"
"0303010301029";"23";"2458.3203";"2015-10-01";"";"2019-04-16"
"0303010301030";"23";"1172.1064";"2015-10-01";"";"2019-04-16"
"0303010301031";"23";"3035.2056";"2015-10-01";"";"2019-04-16"
"0303010301032";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0303010301033";"23";"1376.9076";"2015-10-01";"";"2019-04-16"
"0303010301034";"23";"1942.65";"2015-10-01";"";"2019-04-16"
"0303010301035";"23";"2458.3203";"2015-10-01";"";"2019-04-16"
"0303010301036";"23";"1172.1064";"2015-10-01";"";"2019-04-16"
"0303010301037";"23";"3035.2056";"2015-10-01";"";"2019-04-16"
"0303010301038";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0303010301039";"23";"1376.9076";"2015-10-01";"";"2019-04-16"
"0303010301040";"23";"1942.65";"2015-10-01";"";"2019-04-16"
"0303010301041";"23";"2458.3203";"2015-10-01";"";"2019-04-16"
"0303010301042";"23";"1172.1064";"2015-10-01";"";"2019-04-16"
"0303010301043";"23";"3035.2056";"2015-10-01";"";"2019-04-16"
"0303010301044";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0303010301045";"23";"1376.9076";"2015-10-01";"";"2019-04-16"
"0303010301046";"23";"1942.65";"2015-10-01";"";"2019-04-16"
"0303010301047";"23";"2458.3203";"2015-10-01";"";"2019-04-16"
"0303010301048";"23";"1172.1064";"2015-10-01";"";"2019-04-16"
"0303010301049";"23";"3035.2056";"2015-10-01";"";"2019-04-16"
"0303010301050";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
"0303010301051";"23";"1376.9076";"2015-10-01";"";"2019-04-16"
"0303010301052";"23";"1942.65";"2015-10-01";"";"2019-04-16"
"0303010301053";"23";"3035.2056";"2015-10-01";"";"2019-04-16"
"0303010301054";"23";"2266.9187";"2015-10-01";"";"2019-04-16"
