Product_ID;ProductLabel;CurrencyKey;UnitCost_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate
"0202010201018";"0201018";"23";"1048.2861";"2012-10-01";"";"2019-04-16"
"0202010201019";"0201019";"23";"1048.2861";"2012-10-01";"";"2019-04-16"
"0202010201020";"0201020";"23";"1048.2861";"2012-10-01";"";"2019-04-16"
"0202010201021";"0201021";"23";"1048.2861";"2012-10-01";"";"2019-04-16"
"0202010201022";"0201022";"23";"1455.227";"2012-01-01";"";"2019-04-16"
"0202010201023";"0201023";"23";"1455.227";"2012-01-01";"";"2019-04-16"
"0202010201024";"0201024";"23";"1455.227";"2012-01-01";"";"2019-04-16"
"0202010201025";"0201025";"23";"1455.227";"2012-01-01";"";"2019-04-16"
"0202010201026";"0201026";"23";"967.9573";"2012-01-01";"";"2019-04-16"
"0202010201027";"0201027";"23";"967.9573";"2012-01-01";"";"2019-04-16"
"0202010201028";"0201028";"23";"967.9573";"2012-01-01";"";"2019-04-16"
"0202010201029";"0201029";"23";"967.9573";"2012-01-01";"";"2019-04-16"
"0202010201034";"0201034";"23";"2484.7654";"2012-01-01";"";"2019-04-16"
"0202010201035";"0201035";"23";"2484.7654";"2012-01-01";"";"2019-04-16"
"0202010201036";"0201036";"23";"2484.7654";"2012-01-01";"";"2019-04-16"
"0202010201037";"0201037";"23";"2484.7654";"2012-01-01";"";"2019-04-16"
"0202010201038";"0201038";"23";"1407.7897";"2012-10-01";"";"2019-04-16"
"0202010201039";"0201039";"23";"1407.7897";"2012-10-01";"";"2019-04-16"
"0202010201040";"0201040";"23";"1407.7897";"2012-10-01";"";"2019-04-16"
"0202010201041";"0201041";"23";"1407.7897";"2012-10-01";"";"2019-04-16"
"0202010201046";"0201046";"23";"3338.7373";"2012-01-01";"";"2019-04-16"
"0202010201047";"0201047";"23";"3338.7373";"2012-01-01";"";"2019-04-16"
"0202010201048";"0201048";"23";"3338.7373";"2012-01-01";"";"2019-04-16"
"0202010201049";"0201049";"23";"3338.7373";"2012-01-01";"";"2019-04-16"
"0202010201050";"0201050";"23";"2535.6108";"2012-10-01";"";"2019-04-16"
"0202020202002";"0202002";"23";"229.1599";"2012-10-01";"";"2019-04-16"
"0202020202003";"0202003";"23";"386.4061";"2012-10-01";"";"2019-04-16"
"0202020202004";"0202004";"23";"356.442";"2012-10-01";"";"2019-04-16"
"0202020202005";"0202005";"23";"326.5431";"2012-10-01";"";"2019-04-16"
"0202020202006";"0202006";"23";"288.1594";"2012-01-01";"";"2019-04-16"
"0202020202008";"0202008";"23";"298.5332";"2012-10-01";"";"2019-04-16"
"0202020202009";"0202009";"23";"272.4002";"2012-01-01";"";"2019-04-16"
"0202020202011";"0202011";"23";"380.1527";"2012-10-01";"";"2019-04-16"
"0202020202012";"0202012";"23";"188.969";"2012-10-01";"";"2019-04-16"
"0202020202013";"0202013";"23";"219.1936";"2012-10-01";"";"2019-04-16"
"0202020202015";"0202015";"23";"229.1599";"2012-10-01";"";"2019-04-16"
"0202020202016";"0202016";"23";"386.4061";"2012-10-01";"";"2019-04-16"
"0202020202017";"0202017";"23";"356.442";"2012-10-01";"";"2019-04-16"
"0202020202018";"0202018";"23";"326.5431";"2012-10-01";"";"2019-04-16"
"0202020202019";"0202019";"23";"288.1594";"2012-01-01";"";"2019-04-16"
"0202020202021";"0202021";"23";"298.5332";"2012-10-01";"";"2019-04-16"
"0202020202022";"0202022";"23";"272.4002";"2012-01-01";"";"2019-04-16"
"0202020202024";"0202024";"23";"380.1527";"2012-10-01";"";"2019-04-16"
"0202020202025";"0202025";"23";"188.969";"2012-10-01";"";"2019-04-16"
"0202020202026";"0202026";"23";"219.1936";"2012-10-01";"";"2019-04-16"
"0202030203001";"0203001";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203002";"0203002";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0202030203003";"0203003";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202030203004";"0203004";"23";"1859.7767";"2012-01-01";"";"2019-04-16"
"0202030203005";"0203005";"23";"896.3162";"2012-10-01";"";"2019-04-16"
"0202030203006";"0203006";"23";"995.9793";"2012-10-01";"";"2019-04-16"
"0202030203008";"0203008";"23";"1656.0461";"2012-01-01";"";"2019-04-16"
"0202030203009";"0203009";"23";"1597.8826";"2012-01-01";"";"2019-04-16"
"0202030203010";"0203010";"23";"2034.3938";"2012-01-01";"";"2019-04-16"
"0202030203011";"0203011";"23";"2063.9375";"2012-10-01";"";"2019-04-16"
"0202030203012";"0203012";"23";"1675.4128";"2012-01-01";"";"2019-04-16"
"0202030203014";"0203014";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203015";"0203015";"23";"1704.434";"2012-10-01";"";"2019-04-16"
"0202030203016";"0203016";"23";"1734.398";"2012-10-01";"";"2019-04-16"
"0202030203017";"0203017";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203018";"0203018";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0202030203019";"0203019";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202030203020";"0203020";"23";"1859.7767";"2012-01-01";"";"2019-04-16"
"0202030203021";"0203021";"23";"896.3162";"2012-10-01";"";"2019-04-16"
"0202030203022";"0203022";"23";"995.9793";"2012-10-01";"";"2019-04-16"
"0202030203024";"0203024";"23";"1656.0461";"2012-01-01";"";"2019-04-16"
"0202030203025";"0203025";"23";"1597.8826";"2012-01-01";"";"2019-04-16"
"0202030203026";"0203026";"23";"2034.3938";"2012-01-01";"";"2019-04-16"
"0202030203027";"0203027";"23";"2063.9375";"2012-10-01";"";"2019-04-16"
"0202030203028";"0203028";"23";"1675.4128";"2012-01-01";"";"2019-04-16"
"0202030203030";"0203030";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203031";"0203031";"23";"1704.434";"2012-10-01";"";"2019-04-16"
"0202030203032";"0203032";"23";"1734.398";"2012-10-01";"";"2019-04-16"
"0202030203033";"0203033";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203034";"0203034";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0202030203035";"0203035";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202030203036";"0203036";"23";"1859.7767";"2012-01-01";"";"2019-04-16"
"0202030203037";"0203037";"23";"896.3162";"2012-10-01";"";"2019-04-16"
"0202030203038";"0203038";"23";"995.9793";"2012-10-01";"";"2019-04-16"
"0202030203040";"0203040";"23";"1656.0461";"2012-01-01";"";"2019-04-16"
"0202030203041";"0203041";"23";"1597.8826";"2012-01-01";"";"2019-04-16"
"0202030203042";"0203042";"23";"2034.3938";"2012-01-01";"";"2019-04-16"
"0202030203043";"0203043";"23";"2063.9375";"2012-10-01";"";"2019-04-16"
"0202030203044";"0203044";"23";"1675.4128";"2012-01-01";"";"2019-04-16"
"0202030203046";"0203046";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203047";"0203047";"23";"1704.434";"2012-10-01";"";"2019-04-16"
"0202030203048";"0203048";"23";"1734.398";"2012-10-01";"";"2019-04-16"
"0202030203049";"0203049";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202030203050";"0203050";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203051";"0203051";"23";"1918.6118";"2012-10-01";"";"2019-04-16"
"0202030203052";"0203052";"23";"1358.2838";"2012-10-01";"";"2019-04-16"
"0202030203053";"0203053";"23";"1285.0673";"2012-10-01";"";"2019-04-16"
"0202030203054";"0203054";"23";"1423.2021";"2012-01-01";"";"2019-04-16"
"0202030203055";"0203055";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203056";"0203056";"23";"986.6278";"2012-01-01";"";"2019-04-16"
"0202030203057";"0203057";"23";"1195.2404";"2012-10-01";"";"2019-04-16"
"0202030203058";"0203058";"23";"660.9029";"2012-10-01";"";"2019-04-16"
"0202030203059";"0203059";"23";"1539.6558";"2012-01-01";"";"2019-04-16"
"0202030203060";"0203060";"23";"1594.088";"2012-10-01";"";"2019-04-16"
"0202030203061";"0203061";"23";"1161.6248";"2012-01-01";"";"2019-04-16"
"0202030203062";"0203062";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202030203063";"0203063";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203064";"0203064";"23";"1918.6118";"2012-10-01";"";"2019-04-16"
"0202030203065";"0203065";"23";"1358.2838";"2012-10-01";"";"2019-04-16"
"0202030203066";"0203066";"23";"1285.0673";"2012-10-01";"";"2019-04-16"
"0202030203067";"0203067";"23";"1423.2021";"2012-01-01";"";"2019-04-16"
"0202030203068";"0203068";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203069";"0203069";"23";"986.6278";"2012-01-01";"";"2019-04-16"
"0202030203070";"0203070";"23";"1195.2404";"2012-10-01";"";"2019-04-16"
"0202030203071";"0203071";"23";"660.9029";"2012-10-01";"";"2019-04-16"
"0202030203072";"0203072";"23";"1539.6558";"2012-01-01";"";"2019-04-16"
"0202030203073";"0203073";"23";"1594.088";"2012-10-01";"";"2019-04-16"
"0202030203074";"0203074";"23";"1161.6248";"2012-01-01";"";"2019-04-16"
"0202030203075";"0203075";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202030203076";"0203076";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203077";"0203077";"23";"1918.6118";"2012-10-01";"";"2019-04-16"
"0202030203078";"0203078";"23";"1358.2838";"2012-10-01";"";"2019-04-16"
"0202030203079";"0203079";"23";"1285.0673";"2012-10-01";"";"2019-04-16"
"0202030203080";"0203080";"23";"1423.2021";"2012-01-01";"";"2019-04-16"
"0202030203081";"0203081";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203082";"0203082";"23";"986.6278";"2012-01-01";"";"2019-04-16"
"0202030203083";"0203083";"23";"1195.2404";"2012-10-01";"";"2019-04-16"
"0202030203084";"0203084";"23";"660.9029";"2012-10-01";"";"2019-04-16"
"0202030203085";"0203085";"23";"1539.6558";"2012-01-01";"";"2019-04-16"
"0202030203086";"0203086";"23";"1594.088";"2012-10-01";"";"2019-04-16"
"0202030203087";"0203087";"23";"1161.6248";"2012-01-01";"";"2019-04-16"
"0202030203088";"0203088";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202030203089";"0203089";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203090";"0203090";"23";"1918.6118";"2012-10-01";"";"2019-04-16"
"0202030203091";"0203091";"23";"1358.2838";"2012-10-01";"";"2019-04-16"
"0202030203092";"0203092";"23";"1285.0673";"2012-10-01";"";"2019-04-16"
"0202030203093";"0203093";"23";"1423.2021";"2012-01-01";"";"2019-04-16"
"0202030203094";"0203094";"23";"1092.5808";"2012-10-01";"";"2019-04-16"
"0202030203095";"0203095";"23";"986.6278";"2012-01-01";"";"2019-04-16"
"0202030203096";"0203096";"23";"1195.2404";"2012-10-01";"";"2019-04-16"
"0202030203097";"0203097";"23";"660.9029";"2012-10-01";"";"2019-04-16"
"0202030203098";"0203098";"23";"1539.6558";"2012-01-01";"";"2019-04-16"
"0202030203099";"0203099";"23";"1594.088";"2012-10-01";"";"2019-04-16"
"0202030203100";"0203100";"23";"1161.6248";"2012-01-01";"";"2019-04-16"
"0202050205001";"0205001";"23";"1497.747";"2012-10-01";"";"2019-04-16"
"0202050205002";"0205002";"23";"1494.7506";"2012-10-01";"";"2019-04-16"
"0202050205003";"0205003";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202050205004";"0205004";"23";"926.5408";"2012-10-01";"";"2019-04-16"
"0202050205005";"0205005";"23";"860.1639";"2012-10-01";"";"2019-04-16"
"0202050205006";"0205006";"23";"893.3198";"2012-10-01";"";"2019-04-16"
"0202050205007";"0205007";"23";"1026.2039";"2012-10-01";"";"2019-04-16"
"0202050205008";"0205008";"23";"660.9029";"2012-10-01";"";"2019-04-16"
"0202050205009";"0205009";"23";"727.2798";"2012-10-01";"";"2019-04-16"
"0202050205010";"0205010";"23";"1059.4249";"2012-10-01";"";"2019-04-16"
"0202050205012";"0205012";"23";"1822.2457";"2012-01-01";"";"2019-04-16"
"0202050205013";"0205013";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0202050205014";"0205014";"23";"985.557";"2012-10-01";"";"2019-04-16"
"0202050205015";"0205015";"23";"1105.3481";"2012-10-01";"";"2019-04-16"
"0202050205016";"0205016";"23";"1105.3481";"2012-10-01";"";"2019-04-16"
"0202050205017";"0205017";"23";"1497.747";"2012-10-01";"";"2019-04-16"
"0202050205018";"0205018";"23";"1494.7506";"2012-10-01";"";"2019-04-16"
"0202050205019";"0205019";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202050205020";"0205020";"23";"926.5408";"2012-10-01";"";"2019-04-16"
"0202050205021";"0205021";"23";"860.1639";"2012-10-01";"";"2019-04-16"
"0202050205022";"0205022";"23";"893.3198";"2012-10-01";"";"2019-04-16"
"0202050205023";"0205023";"23";"1026.2039";"2012-10-01";"";"2019-04-16"
"0202050205024";"0205024";"23";"660.9029";"2012-10-01";"";"2019-04-16"
"0202050205025";"0205025";"23";"727.2798";"2012-10-01";"";"2019-04-16"
"0202050205026";"0205026";"23";"1059.4249";"2012-10-01";"";"2019-04-16"
"0202050205028";"0205028";"23";"1822.2457";"2012-01-01";"";"2019-04-16"
"0202050205029";"0205029";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0202050205030";"0205030";"23";"985.557";"2012-10-01";"";"2019-04-16"
"0202050205031";"0205031";"23";"1105.3481";"2012-10-01";"";"2019-04-16"
"0202050205032";"0205032";"23";"1105.3481";"2012-10-01";"";"2019-04-16"
"0202050205033";"0205033";"23";"1497.747";"2012-10-01";"";"2019-04-16"
"0202050205034";"0205034";"23";"1494.7506";"2012-10-01";"";"2019-04-16"
"0202050205035";"0205035";"23";"992.9829";"2012-10-01";"";"2019-04-16"
"0202050205036";"0205036";"23";"926.5408";"2012-10-01";"";"2019-04-16"
"0202050205037";"0205037";"23";"860.1639";"2012-10-01";"";"2019-04-16"
"0202050205038";"0205038";"23";"893.3198";"2012-10-01";"";"2019-04-16"
"0202050205039";"0205039";"23";"1026.2039";"2012-10-01";"";"2019-04-16"
"0202050205040";"0205040";"23";"660.9029";"2012-10-01";"";"2019-04-16"
"0202050205041";"0205041";"23";"727.2798";"2012-10-01";"";"2019-04-16"
"0202050205042";"0205042";"23";"1059.4249";"2012-10-01";"";"2019-04-16"
"0202050205044";"0205044";"23";"1822.2457";"2012-01-01";"";"2019-04-16"
"0202050205045";"0205045";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0202050205046";"0205046";"23";"985.557";"2012-10-01";"";"2019-04-16"
"0303010301001";"0301001";"23";"2587.657";"2012-10-01";"";"2019-04-16"
"0303010301002";"0301002";"23";"2635.73";"2012-10-01";"";"2019-04-16"
"0303010301003";"0301003";"23";"2453.3398";"2012-10-01";"";"2019-04-16"
"0303010301004";"0301004";"23";"2896.6777";"2012-10-01";"";"2019-04-16"
"0303010301005";"0301005";"23";"1794.326";"2012-10-01";"";"2019-04-16"
"0303010301006";"0301006";"23";"2371.8506";"2012-10-01";"";"2019-04-16"
"0303010301007";"0301007";"23";"1215.4987";"2012-10-01";"";"2019-04-16"
"0303010301008";"0301008";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0303010301009";"0301009";"23";"1974.0453";"2012-10-01";"";"2019-04-16"
"0303010301010";"0301010";"23";"1755.3728";"2012-10-01";"";"2019-04-16"
"0303010301011";"0301011";"23";"2270.6243";"2012-10-01";"";"2019-04-16"
"0303010301012";"0301012";"23";"1271.9092";"2012-10-01";"";"2019-04-16"
"0303010301013";"0301013";"23";"1325.0627";"2012-10-01";"";"2019-04-16"
"0303010301014";"0301014";"23";"1115.8354";"2012-10-01";"";"2019-04-16"
"0303010301015";"0301015";"23";"1062.747";"2012-10-01";"";"2019-04-16"
"0303010301016";"0301016";"23";"1278.2277";"2012-10-01";"";"2019-04-16"
"0303010301017";"0301017";"23";"1271.7789";"2012-10-01";"";"2019-04-16"
"0303010301018";"0301018";"23";"1207.1608";"2012-10-01";"";"2019-04-16"
"0303010301019";"0301019";"23";"1368.641";"2012-10-01";"";"2019-04-16"
"0303010301020";"0301020";"23";"1095.903";"2012-10-01";"";"2019-04-16"
"0303010301021";"0301021";"23";"1082.6145";"2012-10-01";"";"2019-04-16"
"0303010301022";"0301022";"23";"1222.1428";"2012-10-01";"";"2019-04-16"
"0303010301023";"0301023";"23";"1262.008";"2012-10-01";"";"2019-04-16"
"0303010301024";"0301024";"23";"1291.8418";"2012-10-01";"";"2019-04-16"
"0303010301025";"0301025";"23";"2803.4634";"2012-10-01";"";"2019-04-16"
"0303010301026";"0301026";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0303010301027";"0301027";"23";"1271.7789";"2012-10-01";"";"2019-04-16"
"0303010301028";"0301028";"23";"1794.326";"2012-10-01";"";"2019-04-16"
"0303010301029";"0301029";"23";"2270.6243";"2012-10-01";"";"2019-04-16"
"0303010301030";"0301030";"23";"1082.6145";"2012-10-01";"";"2019-04-16"
"0303010301031";"0301031";"23";"2803.4634";"2012-10-01";"";"2019-04-16"
"0303010301032";"0301032";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0303010301033";"0301033";"23";"1271.7789";"2012-10-01";"";"2019-04-16"
"0303010301034";"0301034";"23";"1794.326";"2012-10-01";"";"2019-04-16"
"0303010301035";"0301035";"23";"2270.6243";"2012-10-01";"";"2019-04-16"
"0303010301036";"0301036";"23";"1082.6145";"2012-10-01";"";"2019-04-16"
"0303010301037";"0301037";"23";"2803.4634";"2012-10-01";"";"2019-04-16"
"0303010301038";"0301038";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0303010301039";"0301039";"23";"1271.7789";"2012-10-01";"";"2019-04-16"
"0303010301040";"0301040";"23";"1794.326";"2012-10-01";"";"2019-04-16"
"0303010301041";"0301041";"23";"2270.6243";"2012-10-01";"";"2019-04-16"
"0303010301042";"0301042";"23";"1082.6145";"2012-10-01";"";"2019-04-16"
"0303010301043";"0301043";"23";"2803.4634";"2012-10-01";"";"2019-04-16"
"0303010301044";"0301044";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0303010301045";"0301045";"23";"1271.7789";"2012-10-01";"";"2019-04-16"
"0303010301046";"0301046";"23";"1794.326";"2012-10-01";"";"2019-04-16"
"0303010301047";"0301047";"23";"2270.6243";"2012-10-01";"";"2019-04-16"
"0303010301048";"0301048";"23";"1082.6145";"2012-10-01";"";"2019-04-16"
"0303010301049";"0301049";"23";"2803.4634";"2012-10-01";"";"2019-04-16"
"0303010301050";"0301050";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
"0303010301051";"0301051";"23";"1271.7789";"2012-10-01";"";"2019-04-16"
"0303010301052";"0301052";"23";"1794.326";"2012-10-01";"";"2019-04-16"
"0303010301053";"0301053";"23";"2803.4634";"2012-10-01";"";"2019-04-16"
"0303010301054";"0301054";"23";"2093.8364";"2012-10-01";"";"2019-04-16"
