Product_ID;CurrencyKey;UnitCost_CNY;SCD_EffectiveDate;ETL_LoadID;ETL_CreateDate
"0101060106024";"23";"314.2495";"2013-10-01";"";"2019-04-16"
"0101060106025";"23";"314.2495";"2013-10-01";"";"2019-04-16"
"0101060106026";"23";"314.2495";"2013-10-01";"";"2019-04-16"
"0101060106027";"23";"314.2495";"2013-10-01";"";"2019-04-16"
"0101060106028";"23";"227.848";"2013-10-01";"";"2019-04-16"
"0101060106029";"23";"227.848";"2013-10-01";"";"2019-04-16"
"0101060106030";"23";"227.848";"2013-10-01";"";"2019-04-16"
"0101060106031";"23";"227.848";"2013-10-01";"";"2019-04-16"
"0101060106032";"23";"227.848";"2013-10-01";"";"2019-04-16"
"0101060106033";"23";"349.2342";"2012-01-01";"";"2019-04-16"
"0101060106034";"23";"349.2342";"2012-01-01";"";"2019-04-16"
"0101060106035";"23";"349.2342";"2012-01-01";"";"2019-04-16"
"0101060106036";"23";"349.2342";"2012-01-01";"";"2019-04-16"
"0101060106037";"23";"334.4237";"2013-10-01";"";"2019-04-16"
"0101060106038";"23";"334.4237";"2013-10-01";"";"2019-04-16"
"0101060106039";"23";"334.4237";"2013-10-01";"";"2019-04-16"
"0101060106040";"23";"334.4237";"2013-10-01";"";"2019-04-16"
"0101060106041";"23";"387.0816";"2012-01-01";"";"2019-04-16"
"0101060106042";"23";"387.0816";"2012-01-01";"";"2019-04-16"
"0101060106043";"23";"387.0816";"2012-01-01";"";"2019-04-16"
"0101060106044";"23";"387.0816";"2012-01-01";"";"2019-04-16"
"0101060106045";"23";"387.0816";"2012-01-01";"";"2019-04-16"
"0101060106046";"23";"523.8335";"2013-10-01";"";"2019-04-16"
"0101060106047";"23";"523.8335";"2013-10-01";"";"2019-04-16"
"0101060106048";"23";"523.8335";"2013-10-01";"";"2019-04-16"
"0101060106049";"23";"523.8335";"2013-10-01";"";"2019-04-16"
"0101060106050";"23";"523.8335";"2013-10-01";"";"2019-04-16"
"0202010201001";"23";"574.7261";"2013-10-01";"";"2019-04-16"
"0202010201002";"23";"574.7261";"2013-10-01";"";"2019-04-16"
"0202010201003";"23";"574.7261";"2013-10-01";"";"2019-04-16"
"0202010201004";"23";"405.6305";"2013-10-01";"";"2019-04-16"
"0202010201005";"23";"405.6305";"2013-10-01";"";"2019-04-16"
"0202010201006";"23";"405.6305";"2013-10-01";"";"2019-04-16"
"0202010201007";"23";"853.8333";"2013-10-01";"";"2019-04-16"
"0202010201008";"23";"853.8333";"2013-10-01";"";"2019-04-16"
"0202010201009";"23";"853.8333";"2013-10-01";"";"2019-04-16"
"0202010201010";"23";"484.807";"2013-10-01";"";"2019-04-16"
"0202010201011";"23";"484.807";"2013-10-01";"";"2019-04-16"
"0202010201012";"23";"484.807";"2013-10-01";"";"2019-04-16"
"0202010201013";"23";"484.807";"2013-10-01";"";"2019-04-16"
"0202010201014";"23";"676.1835";"2013-10-01";"";"2019-04-16"
"0202010201015";"23";"676.1835";"2013-10-01";"";"2019-04-16"
"0202010201016";"23";"676.1835";"2013-10-01";"";"2019-04-16"
"0202010201017";"23";"676.1835";"2013-10-01";"";"2019-04-16"
"0202010201018";"23";"1067.159";"2013-10-01";"";"2019-04-16"
"0202010201019";"23";"1067.159";"2013-10-01";"";"2019-04-16"
"0202010201020";"23";"1067.159";"2013-10-01";"";"2019-04-16"
"0202010201021";"23";"1067.159";"2013-10-01";"";"2019-04-16"
"0202010201022";"23";"1454.1233";"2013-10-01";"";"2019-04-16"
"0202010201023";"23";"1454.1233";"2013-10-01";"";"2019-04-16"
"0202010201024";"23";"1454.1233";"2013-10-01";"";"2019-04-16"
"0202010201025";"23";"1454.1233";"2013-10-01";"";"2019-04-16"
"0202010201026";"23";"967.2231";"2013-10-01";"";"2019-04-16"
"0202010201027";"23";"967.2231";"2013-10-01";"";"2019-04-16"
"0202010201028";"23";"967.2231";"2013-10-01";"";"2019-04-16"
"0202010201029";"23";"967.2231";"2013-10-01";"";"2019-04-16"
"0202010201030";"23";"6081.03";"2012-01-01";"";"2019-04-16"
"0202010201031";"23";"6081.03";"2012-01-01";"";"2019-04-16"
"0202010201032";"23";"6081.03";"2012-01-01";"";"2019-04-16"
"0202010201033";"23";"6081.03";"2012-01-01";"";"2019-04-16"
"0202010201034";"23";"2482.8809";"2013-10-01";"";"2019-04-16"
"0202010201035";"23";"2482.8809";"2013-10-01";"";"2019-04-16"
"0202010201036";"23";"2482.8809";"2013-10-01";"";"2019-04-16"
"0202010201037";"23";"2482.8809";"2013-10-01";"";"2019-04-16"
"0202010201038";"23";"1433.1349";"2013-10-01";"";"2019-04-16"
"0202010201039";"23";"1433.1349";"2013-10-01";"";"2019-04-16"
"0202010201040";"23";"1433.1349";"2013-10-01";"";"2019-04-16"
"0202010201041";"23";"1433.1349";"2013-10-01";"";"2019-04-16"
"0202010201042";"23";"3201.5247";"2012-01-01";"";"2019-04-16"
"0202010201043";"23";"3201.5247";"2012-01-01";"";"2019-04-16"
"0202010201044";"23";"3201.5247";"2012-01-01";"";"2019-04-16"
"0202010201045";"23";"3201.5247";"2012-01-01";"";"2019-04-16"
"0202010201046";"23";"3336.205";"2013-10-01";"";"2019-04-16"
"0202010201047";"23";"3336.205";"2013-10-01";"";"2019-04-16"
"0202010201048";"23";"3336.205";"2013-10-01";"";"2019-04-16"
"0202010201049";"23";"3336.205";"2013-10-01";"";"2019-04-16"
"0202010201050";"23";"2581.261";"2013-10-01";"";"2019-04-16"
"0202020202001";"23";"346.3229";"2012-01-01";"";"2019-04-16"
"0202020202002";"23";"233.2856";"2013-10-01";"";"2019-04-16"
"0202020202003";"23";"393.3628";"2013-10-01";"";"2019-04-16"
"0202020202004";"23";"362.8593";"2013-10-01";"";"2019-04-16"
"0202020202005";"23";"332.4221";"2013-10-01";"";"2019-04-16"
"0202020202006";"23";"287.9408";"2013-10-01";"";"2019-04-16"
"0202020202007";"23";"354.3607";"2012-01-01";"";"2019-04-16"
"0202020202008";"23";"303.9079";"2013-10-01";"";"2019-04-16"
"0202020202009";"23";"272.1936";"2013-10-01";"";"2019-04-16"
"0202020202010";"23";"340.247";"2012-01-01";"";"2019-04-16"
"0202020202011";"23";"386.9968";"2013-10-01";"";"2019-04-16"
"0202020202012";"23";"192.3711";"2013-10-01";"";"2019-04-16"
"0202020202013";"23";"223.1399";"2013-10-01";"";"2019-04-16"
"0202020202014";"23";"346.3229";"2012-01-01";"";"2019-04-16"
"0202020202015";"23";"233.2856";"2013-10-01";"";"2019-04-16"
"0202020202016";"23";"393.3628";"2013-10-01";"";"2019-04-16"
"0202020202017";"23";"362.8593";"2013-10-01";"";"2019-04-16"
"0202020202018";"23";"332.4221";"2013-10-01";"";"2019-04-16"
"0202020202019";"23";"287.9408";"2013-10-01";"";"2019-04-16"
"0202020202020";"23";"354.3607";"2012-01-01";"";"2019-04-16"
"0202020202021";"23";"303.9079";"2013-10-01";"";"2019-04-16"
"0202020202022";"23";"272.1936";"2013-10-01";"";"2019-04-16"
"0202020202023";"23";"340.247";"2012-01-01";"";"2019-04-16"
"0202020202024";"23";"386.9968";"2013-10-01";"";"2019-04-16"
"0202020202025";"23";"192.3711";"2013-10-01";"";"2019-04-16"
"0202020202026";"23";"223.1399";"2013-10-01";"";"2019-04-16"
"0202030203001";"23";"1742.0641";"2013-10-01";"";"2019-04-16"
"0202030203002";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0202030203003";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202030203004";"23";"1858.3662";"2013-10-01";"";"2019-04-16"
"0202030203005";"23";"912.4531";"2013-10-01";"";"2019-04-16"
"0202030203006";"23";"1013.9105";"2013-10-01";"";"2019-04-16"
"0202030203007";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203008";"23";"1654.7902";"2013-10-01";"";"2019-04-16"
"0202030203009";"23";"1596.6708";"2013-10-01";"";"2019-04-16"
"0202030203010";"23";"2032.8508";"2013-10-01";"";"2019-04-16"
"0202030203011";"23";"2101.0957";"2013-10-01";"";"2019-04-16"
"0202030203012";"23";"1674.1422";"2013-10-01";"";"2019-04-16"
"0202030203013";"23";"2325.4646";"2012-01-01";"";"2019-04-16"
"0202030203014";"23";"1742.0641";"2013-10-01";"";"2019-04-16"
"0202030203015";"23";"1735.1198";"2013-10-01";"";"2019-04-16"
"0202030203016";"23";"1765.6233";"2013-10-01";"";"2019-04-16"
"0202030203017";"23";"1742.0641";"2013-10-01";"";"2019-04-16"
"0202030203018";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0202030203019";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202030203020";"23";"1858.3662";"2013-10-01";"";"2019-04-16"
"0202030203021";"23";"912.4531";"2013-10-01";"";"2019-04-16"
"0202030203022";"23";"1013.9105";"2013-10-01";"";"2019-04-16"
"0202030203023";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203024";"23";"1654.7902";"2013-10-01";"";"2019-04-16"
"0202030203025";"23";"1596.6708";"2013-10-01";"";"2019-04-16"
"0202030203026";"23";"2032.8508";"2013-10-01";"";"2019-04-16"
"0202030203027";"23";"2101.0957";"2013-10-01";"";"2019-04-16"
"0202030203028";"23";"1674.1422";"2013-10-01";"";"2019-04-16"
"0202030203029";"23";"2325.4646";"2012-01-01";"";"2019-04-16"
"0202030203030";"23";"1742.0641";"2013-10-01";"";"2019-04-16"
"0202030203031";"23";"1735.1198";"2013-10-01";"";"2019-04-16"
"0202030203032";"23";"1765.6233";"2013-10-01";"";"2019-04-16"
"0202030203033";"23";"1742.0641";"2013-10-01";"";"2019-04-16"
"0202030203034";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0202030203035";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202030203036";"23";"1858.3662";"2013-10-01";"";"2019-04-16"
"0202030203037";"23";"912.4531";"2013-10-01";"";"2019-04-16"
"0202030203038";"23";"1013.9105";"2013-10-01";"";"2019-04-16"
"0202030203039";"23";"1743.3864";"2012-01-01";"";"2019-04-16"
"0202030203040";"23";"1654.7902";"2013-10-01";"";"2019-04-16"
"0202030203041";"23";"1596.6708";"2013-10-01";"";"2019-04-16"
"0202030203042";"23";"2032.8508";"2013-10-01";"";"2019-04-16"
"0202030203043";"23";"2101.0957";"2013-10-01";"";"2019-04-16"
"0202030203044";"23";"1674.1422";"2013-10-01";"";"2019-04-16"
"0202030203045";"23";"2325.4646";"2012-01-01";"";"2019-04-16"
"0202030203046";"23";"1742.0641";"2013-10-01";"";"2019-04-16"
"0202030203047";"23";"1735.1198";"2013-10-01";"";"2019-04-16"
"0202030203048";"23";"1765.6233";"2013-10-01";"";"2019-04-16"
"0202030203049";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202030203050";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203051";"23";"1953.1536";"2013-10-01";"";"2019-04-16"
"0202030203052";"23";"1382.7378";"2013-10-01";"";"2019-04-16"
"0202030203053";"23";"1308.2031";"2013-10-01";"";"2019-04-16"
"0202030203054";"23";"1422.1229";"2013-10-01";"";"2019-04-16"
"0202030203055";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203056";"23";"985.8795";"2013-10-01";"";"2019-04-16"
"0202030203057";"23";"1216.7589";"2013-10-01";"";"2019-04-16"
"0202030203058";"23";"672.8016";"2013-10-01";"";"2019-04-16"
"0202030203059";"23";"1538.4882";"2013-10-01";"";"2019-04-16"
"0202030203060";"23";"1622.7874";"2013-10-01";"";"2019-04-16"
"0202030203061";"23";"1160.7437";"2013-10-01";"";"2019-04-16"
"0202030203062";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202030203063";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203064";"23";"1953.1536";"2013-10-01";"";"2019-04-16"
"0202030203065";"23";"1382.7378";"2013-10-01";"";"2019-04-16"
"0202030203066";"23";"1308.2031";"2013-10-01";"";"2019-04-16"
"0202030203067";"23";"1422.1229";"2013-10-01";"";"2019-04-16"
"0202030203068";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203069";"23";"985.8795";"2013-10-01";"";"2019-04-16"
"0202030203070";"23";"1216.7589";"2013-10-01";"";"2019-04-16"
"0202030203071";"23";"672.8016";"2013-10-01";"";"2019-04-16"
"0202030203072";"23";"1538.4882";"2013-10-01";"";"2019-04-16"
"0202030203073";"23";"1622.7874";"2013-10-01";"";"2019-04-16"
"0202030203074";"23";"1160.7437";"2013-10-01";"";"2019-04-16"
"0202030203075";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202030203076";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203077";"23";"1953.1536";"2013-10-01";"";"2019-04-16"
"0202030203078";"23";"1382.7378";"2013-10-01";"";"2019-04-16"
"0202030203079";"23";"1308.2031";"2013-10-01";"";"2019-04-16"
"0202030203080";"23";"1422.1229";"2013-10-01";"";"2019-04-16"
"0202030203081";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203082";"23";"985.8795";"2013-10-01";"";"2019-04-16"
"0202030203083";"23";"1216.7589";"2013-10-01";"";"2019-04-16"
"0202030203084";"23";"672.8016";"2013-10-01";"";"2019-04-16"
"0202030203085";"23";"1538.4882";"2013-10-01";"";"2019-04-16"
"0202030203086";"23";"1622.7874";"2013-10-01";"";"2019-04-16"
"0202030203087";"23";"1160.7437";"2013-10-01";"";"2019-04-16"
"0202030203088";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202030203089";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203090";"23";"1953.1536";"2013-10-01";"";"2019-04-16"
"0202030203091";"23";"1382.7378";"2013-10-01";"";"2019-04-16"
"0202030203092";"23";"1308.2031";"2013-10-01";"";"2019-04-16"
"0202030203093";"23";"1422.1229";"2013-10-01";"";"2019-04-16"
"0202030203094";"23";"1112.2512";"2013-10-01";"";"2019-04-16"
"0202030203095";"23";"985.8795";"2013-10-01";"";"2019-04-16"
"0202030203096";"23";"1216.7589";"2013-10-01";"";"2019-04-16"
"0202030203097";"23";"672.8016";"2013-10-01";"";"2019-04-16"
"0202030203098";"23";"1538.4882";"2013-10-01";"";"2019-04-16"
"0202030203099";"23";"1622.7874";"2013-10-01";"";"2019-04-16"
"0202030203100";"23";"1160.7437";"2013-10-01";"";"2019-04-16"
"0202050205001";"23";"1524.7118";"2013-10-01";"";"2019-04-16"
"0202050205002";"23";"1521.6615";"2013-10-01";"";"2019-04-16"
"0202050205003";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202050205004";"23";"943.2219";"2013-10-01";"";"2019-04-16"
"0202050205005";"23";"875.65";"2013-10-01";"";"2019-04-16"
"0202050205006";"23";"909.4028";"2013-10-01";"";"2019-04-16"
"0202050205007";"23";"1044.6792";"2013-10-01";"";"2019-04-16"
"0202050205008";"23";"672.8016";"2013-10-01";"";"2019-04-16"
"0202050205009";"23";"740.3735";"2013-10-01";"";"2019-04-16"
"0202050205010";"23";"1078.4984";"2013-10-01";"";"2019-04-16"
"0202050205011";"23";"2094.8357";"2012-01-01";"";"2019-04-16"
"0202050205012";"23";"1820.8636";"2013-10-01";"";"2019-04-16"
"0202050205013";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0202050205014";"23";"1003.3006";"2013-10-01";"";"2019-04-16"
"0202050205015";"23";"1125.2483";"2013-10-01";"";"2019-04-16"
"0202050205016";"23";"1125.2483";"2013-10-01";"";"2019-04-16"
"0202050205017";"23";"1524.7118";"2013-10-01";"";"2019-04-16"
"0202050205018";"23";"1521.6615";"2013-10-01";"";"2019-04-16"
"0202050205019";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202050205020";"23";"943.2219";"2013-10-01";"";"2019-04-16"
"0202050205021";"23";"875.65";"2013-10-01";"";"2019-04-16"
"0202050205022";"23";"909.4028";"2013-10-01";"";"2019-04-16"
"0202050205023";"23";"1044.6792";"2013-10-01";"";"2019-04-16"
"0202050205024";"23";"672.8016";"2013-10-01";"";"2019-04-16"
"0202050205025";"23";"740.3735";"2013-10-01";"";"2019-04-16"
"0202050205026";"23";"1078.4984";"2013-10-01";"";"2019-04-16"
"0202050205027";"23";"2094.8357";"2012-01-01";"";"2019-04-16"
"0202050205028";"23";"1820.8636";"2013-10-01";"";"2019-04-16"
"0202050205029";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0202050205030";"23";"1003.3006";"2013-10-01";"";"2019-04-16"
"0202050205031";"23";"1125.2483";"2013-10-01";"";"2019-04-16"
"0202050205032";"23";"1125.2483";"2013-10-01";"";"2019-04-16"
"0202050205033";"23";"1524.7118";"2013-10-01";"";"2019-04-16"
"0202050205034";"23";"1521.6615";"2013-10-01";"";"2019-04-16"
"0202050205035";"23";"1010.8601";"2013-10-01";"";"2019-04-16"
"0202050205036";"23";"943.2219";"2013-10-01";"";"2019-04-16"
"0202050205037";"23";"875.65";"2013-10-01";"";"2019-04-16"
"0202050205038";"23";"909.4028";"2013-10-01";"";"2019-04-16"
"0202050205039";"23";"1044.6792";"2013-10-01";"";"2019-04-16"
"0202050205040";"23";"672.8016";"2013-10-01";"";"2019-04-16"
"0202050205041";"23";"740.3735";"2013-10-01";"";"2019-04-16"
"0202050205042";"23";"1078.4984";"2013-10-01";"";"2019-04-16"
"0202050205043";"23";"2094.8357";"2012-01-01";"";"2019-04-16"
"0202050205044";"23";"1820.8636";"2013-10-01";"";"2019-04-16"
"0202050205045";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0202050205046";"23";"1003.3006";"2013-10-01";"";"2019-04-16"
"0303010301001";"23";"2634.2441";"2013-10-01";"";"2019-04-16"
"0303010301002";"23";"2683.1826";"2013-10-01";"";"2019-04-16"
"0303010301003";"23";"2497.5088";"2013-10-01";"";"2019-04-16"
"0303010301004";"23";"2948.8284";"2013-10-01";"";"2019-04-16"
"0303010301005";"23";"1826.6304";"2013-10-01";"";"2019-04-16"
"0303010301006";"23";"2414.5525";"2013-10-01";"";"2019-04-16"
"0303010301007";"23";"1237.382";"2013-10-01";"";"2019-04-16"
"0303010301008";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0303010301009";"23";"2009.5852";"2013-10-01";"";"2019-04-16"
"0303010301010";"23";"1786.9758";"2013-10-01";"";"2019-04-16"
"0303010301011";"23";"2311.5037";"2013-10-01";"";"2019-04-16"
"0303010301012";"23";"1294.8081";"2013-10-01";"";"2019-04-16"
"0303010301013";"23";"1348.9187";"2013-10-01";"";"2019-04-16"
"0303010301014";"23";"1135.9246";"2013-10-01";"";"2019-04-16"
"0303010301015";"23";"1081.8802";"2013-10-01";"";"2019-04-16"
"0303010301016";"23";"1301.2404";"2013-10-01";"";"2019-04-16"
"0303010301017";"23";"1294.6755";"2013-10-01";"";"2019-04-16"
"0303010301018";"23";"1228.894";"2013-10-01";"";"2019-04-16"
"0303010301019";"23";"1393.2814";"2013-10-01";"";"2019-04-16"
"0303010301020";"23";"1115.633";"2013-10-01";"";"2019-04-16"
"0303010301021";"23";"1102.1053";"2013-10-01";"";"2019-04-16"
"0303010301022";"23";"1244.1458";"2013-10-01";"";"2019-04-16"
"0303010301023";"23";"1284.7288";"2013-10-01";"";"2019-04-16"
"0303010301024";"23";"1315.0996";"2013-10-01";"";"2019-04-16"
"0303010301025";"23";"2853.9358";"2013-10-01";"";"2019-04-16"
"0303010301026";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0303010301027";"23";"1294.6755";"2013-10-01";"";"2019-04-16"
"0303010301028";"23";"1826.6304";"2013-10-01";"";"2019-04-16"
"0303010301029";"23";"2311.5037";"2013-10-01";"";"2019-04-16"
"0303010301030";"23";"1102.1053";"2013-10-01";"";"2019-04-16"
"0303010301031";"23";"2853.9358";"2013-10-01";"";"2019-04-16"
"0303010301032";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0303010301033";"23";"1294.6755";"2013-10-01";"";"2019-04-16"
"0303010301034";"23";"1826.6304";"2013-10-01";"";"2019-04-16"
"0303010301035";"23";"2311.5037";"2013-10-01";"";"2019-04-16"
"0303010301036";"23";"1102.1053";"2013-10-01";"";"2019-04-16"
"0303010301037";"23";"2853.9358";"2013-10-01";"";"2019-04-16"
"0303010301038";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0303010301039";"23";"1294.6755";"2013-10-01";"";"2019-04-16"
"0303010301040";"23";"1826.6304";"2013-10-01";"";"2019-04-16"
"0303010301041";"23";"2311.5037";"2013-10-01";"";"2019-04-16"
"0303010301042";"23";"1102.1053";"2013-10-01";"";"2019-04-16"
"0303010301043";"23";"2853.9358";"2013-10-01";"";"2019-04-16"
"0303010301044";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0303010301045";"23";"1294.6755";"2013-10-01";"";"2019-04-16"
"0303010301046";"23";"1826.6304";"2013-10-01";"";"2019-04-16"
"0303010301047";"23";"2311.5037";"2013-10-01";"";"2019-04-16"
"0303010301048";"23";"1102.1053";"2013-10-01";"";"2019-04-16"
"0303010301049";"23";"2853.9358";"2013-10-01";"";"2019-04-16"
"0303010301050";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0303010301051";"23";"1294.6755";"2013-10-01";"";"2019-04-16"
"0303010301052";"23";"1826.6304";"2013-10-01";"";"2019-04-16"
"0303010301053";"23";"2853.9358";"2013-10-01";"";"2019-04-16"
"0303010301054";"23";"2131.533";"2013-10-01";"";"2019-04-16"
"0303010301055";"23";"1294.6755";"2013-10-01";"";"2019-04-16"
