Brand_ID	ProductLabel	CurrencyKey	UnitCost_EUR	SCD_EffectiveDate	ETL_LoadID	ETL_CreateDate
ntrad0000001	0106001	7	10.4497	10-01-2013		12-01-2018
ntrad0000002	0106002	7	10.1053	01-01-2012		12-01-2018
ntrad0000002	0106002	7	10.4868	10-01-2012		12-01-2018
ntrad0000002	0106002	7	10.4497	10-01-2013		12-01-2018
ntrad0000003	0106003	7	10.1053	01-01-2012		12-01-2018
ntrad0000003	0106003	7	10.4868	10-01-2012		12-01-2018
ntrad0000003	0106003	7	10.4497	10-01-2013		12-01-2018
ntrad0000004	0106004	7	10.1053	01-01-2012		12-01-2018
ntrad0000004	0106004	7	10.4868	10-01-2012		12-01-2018
ntrad0000004	0106004	7	10.4497	10-01-2013		12-01-2018
ntrad0000005	0106005	7	17.0094	01-01-2012		12-01-2018
ntrad0000005	0106005	7	17.6514	10-01-2012		12-01-2018
ntrad0000005	0106005	7	17.589	10-01-2013		12-01-2018
ntrad0000006	0106006	7	17.0094	01-01-2012		12-01-2018
ntrad0000006	0106006	7	17.6514	10-01-2012		12-01-2018
ntrad0000006	0106006	7	17.589	10-01-2013		12-01-2018
ntrad0000007	0106007	7	17.0094	01-01-2012		12-01-2018
ntrad0000007	0106007	7	17.6514	10-01-2012		12-01-2018
ntrad0000007	0106007	7	17.589	10-01-2013		12-01-2018
ntrad0000008	0106008	7	17.0094	01-01-2012		12-01-2018
ntrad0000008	0106008	7	17.6514	10-01-2012		12-01-2018
ntrad0000008	0106008	7	17.589	10-01-2013		12-01-2018
ntrad0000009	0106009	7	13.4609	01-01-2012		12-01-2018
ntrad0000009	0106009	7	13.2752	10-01-2013		12-01-2018
ntrad0000010	0106010	7	13.4609	01-01-2012		12-01-2018
ntrad0000010	0106010	7	13.969	10-01-2012		12-01-2018
ntrad0000010	0106010	7	13.9197	10-01-2013		12-01-2018
ntrad0000011	0106011	7	13.4609	01-01-2012		12-01-2018
ntrad0000011	0106011	7	13.969	10-01-2012		12-01-2018
ntrad0000011	0106011	7	13.9197	10-01-2013		12-01-2018
ntrad0000012	0106012	7	13.4609	01-01-2012		12-01-2018
ntrad0000012	0106012	7	13.969	10-01-2012		12-01-2018
ntrad0000012	0106012	7	13.9197	10-01-2013		12-01-2018
ntrad0000013	0106013	7	14.3866	01-01-2012		12-01-2018
ntrad0000013	0106013	7	14.9296	10-01-2012		12-01-2018
ntrad0000013	0106013	7	14.8769	10-01-2013		12-01-2018
ntrad0000014	0106014	7	14.3866	01-01-2012		12-01-2018
ntrad0000014	0106014	7	14.9296	10-01-2012		12-01-2018
ntrad0000014	0106014	7	14.8769	10-01-2013		12-01-2018
ntrad0000015	0106015	7	14.3866	01-01-2012		12-01-2018
ntrad0000015	0106015	7	14.9296	10-01-2012		12-01-2018
ntrad0000015	0106015	7	14.8769	10-01-2013		12-01-2018
ntrad0000016	0106016	7	14.3866	01-01-2012		12-01-2018
ntrad0000016	0106016	7	14.9296	10-01-2012		12-01-2018
ntrad0000016	0106016	7	14.8769	10-01-2013		12-01-2018
ntrad0000017	0106017	7	14.3866	01-01-2012		12-01-2018
ntrad0000017	0106017	7	14.9296	10-01-2012		12-01-2018
ntrad0000017	0106017	7	14.8769	10-01-2013		12-01-2018
ntrad0000018	0106018	7	35.469	01-01-2012		12-01-2018
ntrad0000018	0106018	7	34.9797	10-01-2013		12-01-2018
ntrad0000019	0106019	7	35.469	01-01-2012		12-01-2018
ntrad0000019	0106019	7	34.9797	10-01-2013		12-01-2018
ntrad0000020	0106020	7	35.469	01-01-2012		12-01-2018
ntrad0000020	0106020	7	34.9797	10-01-2013		12-01-2018
ntrad0000021	0106021	7	35.469	01-01-2012		12-01-2018
ntrad0000021	0106021	7	34.9797	10-01-2013		12-01-2018
ntrad0000022	0106022	7	35.469	01-01-2012		12-01-2018
ntrad0000022	0106022	7	34.9797	10-01-2013		12-01-2018
ntrad0000023	0106023	7	38.3309	01-01-2012		12-01-2018
ntrad0000023	0106023	7	37.8021	10-01-2013		12-01-2018
ntrad0000024	0106024	7	38.3309	01-01-2012		12-01-2018
ntrad0000024	0106024	7	37.8021	10-01-2013		12-01-2018
ntrad0000025	0106025	7	38.3309	01-01-2012		12-01-2018
ntrad0000025	0106025	7	37.8021	10-01-2013		12-01-2018
ntrad0000026	0106026	7	38.3309	01-01-2012		12-01-2018
ntrad0000026	0106026	7	37.8021	10-01-2013		12-01-2018
ntrad0000027	0106027	7	38.3309	01-01-2012		12-01-2018
ntrad0000027	0106027	7	37.8021	10-01-2013		12-01-2018
wwim 0000021	0106028	7	26.5053	01-01-2012		12-01-2018
wwim 0000021	0106028	7	27.5057	10-01-2012		12-01-2018
wwim 0000021	0106028	7	27.4086	10-01-2013		12-01-2018
wwim 0000022	0106029	7	26.5053	01-01-2012		12-01-2018
wwim 0000022	0106029	7	27.5057	10-01-2012		12-01-2018
wwim 0000022	0106029	7	27.4086	10-01-2013		12-01-2018
wwim 0000023	0106030	7	26.5053	01-01-2012		12-01-2018
wwim 0000023	0106030	7	27.5057	10-01-2012		12-01-2018
wwim 0000023	0106030	7	27.4086	10-01-2013		12-01-2018
wwim 0000024	0106031	7	26.5053	01-01-2012		12-01-2018
wwim 0000024	0106031	7	27.5057	10-01-2012		12-01-2018
wwim 0000024	0106031	7	27.4086	10-01-2013		12-01-2018
wwim 0000025	0106032	7	26.5053	01-01-2012		12-01-2018
wwim 0000025	0106032	7	27.5057	10-01-2012		12-01-2018
wwim 0000025	0106032	7	27.4086	10-01-2013		12-01-2018
wwim 0000026	0106033	7	42.5659	01-01-2012		12-01-2018
wwim 0000027	0106034	7	42.5659	01-01-2012		12-01-2018
wwim 0000028	0106035	7	42.5659	01-01-2012		12-01-2018
wwim 0000029	0106036	7	42.5659	01-01-2012		12-01-2018
wwim 0000030	0106037	7	40.7916	01-01-2012		12-01-2018
wwim 0000030	0106037	7	40.2289	10-01-2013		12-01-2018
wwim 0000031	0106038	7	40.7916	01-01-2012		12-01-2018
wwim 0000031	0106038	7	40.2289	10-01-2013		12-01-2018
wwim 0000032	0106039	7	40.7916	01-01-2012		12-01-2018
wwim 0000032	0106039	7	40.2289	10-01-2013		12-01-2018
wwim 0000033	0106040	7	40.7916	01-01-2012		12-01-2018
wwim 0000033	0106040	7	40.2289	10-01-2013		12-01-2018
wwim 0000034	0106041	7	47.1788	01-01-2012		12-01-2018
wwim 0000035	0106042	7	47.1788	01-01-2012		12-01-2018
wwim 0000036	0106043	7	47.1788	01-01-2012		12-01-2018
wwim 0000037	0106044	7	47.1788	01-01-2012		12-01-2018
wwim 0000038	0106045	7	47.1788	01-01-2012		12-01-2018
wwim 0000039	0106046	7	63.8951	01-01-2012		12-01-2018
wwim 0000039	0106046	7	63.0136	10-01-2013		12-01-2018
wwim 0000040	0106047	7	63.8951	01-01-2012		12-01-2018
wwim 0000040	0106047	7	63.0136	10-01-2013		12-01-2018
wwim 0000041	0106048	7	63.8951	01-01-2012		12-01-2018
wwim 0000041	0106048	7	63.0136	10-01-2013		12-01-2018
wwim 0000042	0106049	7	63.8951	01-01-2012		12-01-2018
wwim 0000042	0106049	7	63.0136	10-01-2013		12-01-2018
wwim 0000043	0106050	7	63.8951	01-01-2012		12-01-2018
wwim 0000043	0106050	7	63.0136	10-01-2013		12-01-2018
advwk0000001	0201001	7	66.8572	01-01-2012		12-01-2018
advwk0000001	0201001	7	69.3807	10-01-2012		12-01-2018
advwk0000001	0201001	7	69.1356	10-01-2013		12-01-2018
advwk0000002	0201002	7	66.8572	01-01-2012		12-01-2018
advwk0000002	0201002	7	69.3807	10-01-2012		12-01-2018
advwk0000002	0201002	7	69.1356	10-01-2013		12-01-2018
advwk0000003	0201003	7	66.8572	01-01-2012		12-01-2018
advwk0000003	0201003	7	69.3807	10-01-2012		12-01-2018
advwk0000003	0201003	7	69.1356	10-01-2013		12-01-2018
advwk0000004	0201004	7	47.1865	01-01-2012		12-01-2018
advwk0000004	0201004	7	48.9676	10-01-2012		12-01-2018
advwk0000004	0201004	7	48.7946	10-01-2013		12-01-2018
advwk0000005	0201005	7	47.1865	01-01-2012		12-01-2018
advwk0000005	0201005	7	48.9676	10-01-2012		12-01-2018
advwk0000005	0201005	7	48.7946	10-01-2013		12-01-2018
advwk0000006	0201006	7	47.1865	01-01-2012		12-01-2018
advwk0000006	0201006	7	48.9676	10-01-2012		12-01-2018
advwk0000006	0201006	7	48.7946	10-01-2013		12-01-2018
advwk0000007	0201007	7	99.3255	01-01-2012		12-01-2018
advwk0000007	0201007	7	103.0744	10-01-2012		12-01-2018
advwk0000007	0201007	7	102.7103	10-01-2013		12-01-2018
advwk0000008	0201008	7	99.3255	01-01-2012		12-01-2018
advwk0000008	0201008	7	103.0744	10-01-2012		12-01-2018
advwk0000008	0201008	7	102.7103	10-01-2013		12-01-2018
advwk0000009	0201009	7	99.3255	01-01-2012		12-01-2018
advwk0000009	0201009	7	103.0744	10-01-2012		12-01-2018
advwk0000009	0201009	7	102.7103	10-01-2013		12-01-2018
advwk0000010	0201010	7	56.3971	01-01-2012		12-01-2018
advwk0000010	0201010	7	58.5257	10-01-2012		12-01-2018
advwk0000010	0201010	7	58.319	10-01-2013		12-01-2018
advwk0000011	0201011	7	56.3971	01-01-2012		12-01-2018
advwk0000011	0201011	7	58.5257	10-01-2012		12-01-2018
advwk0000011	0201011	7	58.319	10-01-2013		12-01-2018
advwk0000012	0201012	7	56.3971	01-01-2012		12-01-2018
advwk0000012	0201012	7	58.5257	10-01-2012		12-01-2018
advwk0000012	0201012	7	58.319	10-01-2013		12-01-2018
advwk0000013	0201013	7	56.3971	01-01-2012		12-01-2018
advwk0000013	0201013	7	58.5257	10-01-2012		12-01-2018
advwk0000013	0201013	7	58.319	10-01-2013		12-01-2018
advwk0000014	0201014	7	78.6597	01-01-2012		12-01-2018
advwk0000014	0201014	7	81.6286	10-01-2012		12-01-2018
advwk0000014	0201014	7	81.3402	10-01-2013		12-01-2018
advwk0000015	0201015	7	78.6597	01-01-2012		12-01-2018
advwk0000015	0201015	7	81.6286	10-01-2012		12-01-2018
advwk0000015	0201015	7	81.3402	10-01-2013		12-01-2018
advwk0000016	0201016	7	78.6597	01-01-2012		12-01-2018
advwk0000016	0201016	7	81.6286	10-01-2012		12-01-2018
advwk0000016	0201016	7	81.3402	10-01-2013		12-01-2018
advwk0000017	0201017	7	78.6597	01-01-2012		12-01-2018
advwk0000017	0201017	7	81.6286	10-01-2012		12-01-2018
advwk0000017	0201017	7	81.3402	10-01-2013		12-01-2018
advwk0000018	0201018	7	124.1414	01-01-2012		12-01-2018
advwk0000018	0201018	7	128.827	10-01-2012		12-01-2018
advwk0000018	0201018	7	128.3719	10-01-2013		12-01-2018
advwk0000019	0201019	7	124.1414	01-01-2012		12-01-2018
advwk0000019	0201019	7	128.827	10-01-2012		12-01-2018
advwk0000019	0201019	7	128.3719	10-01-2013		12-01-2018
advwk0000020	0201020	7	124.1414	01-01-2012		12-01-2018
advwk0000020	0201020	7	128.827	10-01-2012		12-01-2018
advwk0000020	0201020	7	128.3719	10-01-2013		12-01-2018
advwk0000021	0201021	7	124.1414	01-01-2012		12-01-2018
advwk0000021	0201021	7	128.827	10-01-2012		12-01-2018
advwk0000021	0201021	7	128.3719	10-01-2013		12-01-2018
advwk0000022	0201022	7	177.368	01-01-2012		12-01-2018
advwk0000022	0201022	7	174.9211	10-01-2013		12-01-2018
advwk0000023	0201023	7	177.368	01-01-2012		12-01-2018
advwk0000023	0201023	7	174.9211	10-01-2013		12-01-2018
advwk0000024	0201024	7	177.368	01-01-2012		12-01-2018
advwk0000024	0201024	7	174.9211	10-01-2013		12-01-2018
advwk0000025	0201025	7	177.368	01-01-2012		12-01-2018
advwk0000025	0201025	7	174.9211	10-01-2013		12-01-2018
advwk0000026	0201026	7	117.9779	01-01-2012		12-01-2018
advwk0000026	0201026	7	116.3503	10-01-2013		12-01-2018
advwk0000027	0201027	7	117.9779	01-01-2012		12-01-2018
advwk0000027	0201027	7	116.3503	10-01-2013		12-01-2018
advwk0000028	0201028	7	117.9779	01-01-2012		12-01-2018
advwk0000028	0201028	7	116.3503	10-01-2013		12-01-2018
advwk0000029	0201029	7	117.9779	01-01-2012		12-01-2018
advwk0000029	0201029	7	116.3503	10-01-2013		12-01-2018
advwk0000030	0201030	7	741.1765	01-01-2012		12-01-2018
advwk0000031	0201031	7	741.1765	01-01-2012		12-01-2018
advwk0000032	0201032	7	741.1765	01-01-2012		12-01-2018
advwk0000033	0201033	7	741.1765	01-01-2012		12-01-2018
advwk0000034	0201034	7	302.8516	01-01-2012		12-01-2018
advwk0000034	0201034	7	298.6736	10-01-2013		12-01-2018
advwk0000035	0201035	7	302.8516	01-01-2012		12-01-2018
advwk0000035	0201035	7	298.6736	10-01-2013		12-01-2018
advwk0000036	0201036	7	302.8516	01-01-2012		12-01-2018
advwk0000036	0201036	7	298.6736	10-01-2013		12-01-2018
advwk0000037	0201037	7	302.8516	01-01-2012		12-01-2018
advwk0000037	0201037	7	298.6736	10-01-2013		12-01-2018
advwk0000038	0201038	7	166.715	01-01-2012		12-01-2018
advwk0000038	0201038	7	173.0075	10-01-2012		12-01-2018
advwk0000038	0201038	7	172.3963	10-01-2013		12-01-2018
advwk0000039	0201039	7	166.715	01-01-2012		12-01-2018
advwk0000039	0201039	7	173.0075	10-01-2012		12-01-2018
advwk0000039	0201039	7	172.3963	10-01-2013		12-01-2018
advwk0000040	0201040	7	166.715	01-01-2012		12-01-2018
advwk0000040	0201040	7	173.0075	10-01-2012		12-01-2018
advwk0000040	0201040	7	172.3963	10-01-2013		12-01-2018
advwk0000041	0201041	7	166.715	01-01-2012		12-01-2018
advwk0000041	0201041	7	173.0075	10-01-2012		12-01-2018
advwk0000041	0201041	7	172.3963	10-01-2013		12-01-2018
advwk0000042	0201042	7	390.2127	01-01-2012		12-01-2018
advwk0000043	0201043	7	390.2127	01-01-2012		12-01-2018
advwk0000044	0201044	7	390.2127	01-01-2012		12-01-2018
advwk0000045	0201045	7	390.2127	01-01-2012		12-01-2018
advwk0000046	0201046	7	406.9366	01-01-2012		12-01-2018
advwk0000046	0201046	7	401.3227	10-01-2013		12-01-2018
advwk0000047	0201047	7	406.9366	01-01-2012		12-01-2018
advwk0000047	0201047	7	401.3227	10-01-2013		12-01-2018
advwk0000048	0201048	7	406.9366	01-01-2012		12-01-2018
advwk0000048	0201048	7	401.3227	10-01-2013		12-01-2018
advwk0000049	0201049	7	406.9366	01-01-2012		12-01-2018
advwk0000049	0201049	7	401.3227	10-01-2013		12-01-2018
advwk0000050	0201050	7	300.2752	01-01-2012		12-01-2018
advwk0000050	0201050	7	311.6089	10-01-2012		12-01-2018
advwk0000050	0201050	7	310.508	10-01-2013		12-01-2018
svido0000047	0202001	7	42.211	01-01-2012		12-01-2018
svido0000048	0202002	7	27.1379	01-01-2012		12-01-2018
svido0000048	0202002	7	28.1622	10-01-2012		12-01-2018
svido0000048	0202002	7	28.0627	10-01-2013		12-01-2018
svido0000049	0202003	7	45.7594	01-01-2012		12-01-2018
svido0000049	0202003	7	47.4866	10-01-2012		12-01-2018
svido0000049	0202003	7	47.3189	10-01-2013		12-01-2018
svido0000050	0202004	7	42.211	01-01-2012		12-01-2018
svido0000050	0202004	7	43.8042	10-01-2012		12-01-2018
svido0000050	0202004	7	43.6495	10-01-2013		12-01-2018
svido0000051	0202005	7	38.6703	01-01-2012		12-01-2018
svido0000051	0202005	7	40.1299	10-01-2012		12-01-2018
svido0000051	0202005	7	39.9881	10-01-2013		12-01-2018
svido0000052	0202006	7	35.1218	01-01-2012		12-01-2018
svido0000052	0202006	7	34.6373	10-01-2013		12-01-2018
svido0000053	0202007	7	43.1907	01-01-2012		12-01-2018
svido0000054	0202008	7	35.3533	01-01-2012		12-01-2018
svido0000054	0202008	7	36.6876	10-01-2012		12-01-2018
svido0000054	0202008	7	36.558	10-01-2013		12-01-2018
svido0000055	0202009	7	33.2011	01-01-2012		12-01-2018
svido0000055	0202009	7	32.743	10-01-2013		12-01-2018
svido0000056	0202010	7	41.4705	01-01-2012		12-01-2018
svido0000057	0202011	7	45.0189	01-01-2012		12-01-2018
svido0000057	0202011	7	46.7181	10-01-2012		12-01-2018
svido0000057	0202011	7	46.5531	10-01-2013		12-01-2018
svido0000058	0202012	7	22.3783	01-01-2012		12-01-2018
svido0000058	0202012	7	23.223	10-01-2012		12-01-2018
svido0000058	0202012	7	23.1409	10-01-2013		12-01-2018
svido0000059	0202013	7	25.9576	01-01-2012		12-01-2018
svido0000059	0202013	7	26.9374	10-01-2012		12-01-2018
svido0000059	0202013	7	26.8422	10-01-2013		12-01-2018
svido0000060	0202014	7	42.211	01-01-2012		12-01-2018
svido0000061	0202015	7	27.1379	01-01-2012		12-01-2018
svido0000061	0202015	7	28.1622	10-01-2012		12-01-2018
svido0000061	0202015	7	28.0627	10-01-2013		12-01-2018
svido0000062	0202016	7	45.7594	01-01-2012		12-01-2018
svido0000062	0202016	7	47.4866	10-01-2012		12-01-2018
svido0000062	0202016	7	47.3189	10-01-2013		12-01-2018
svido0000063	0202017	7	42.211	01-01-2012		12-01-2018
svido0000063	0202017	7	43.8042	10-01-2012		12-01-2018
svido0000063	0202017	7	43.6495	10-01-2013		12-01-2018
svido0000064	0202018	7	38.6703	01-01-2012		12-01-2018
svido0000064	0202018	7	40.1299	10-01-2012		12-01-2018
svido0000064	0202018	7	39.9881	10-01-2013		12-01-2018
svido0000065	0202019	7	35.1218	01-01-2012		12-01-2018
svido0000065	0202019	7	34.6373	10-01-2013		12-01-2018
svido0000066	0202020	7	43.1907	01-01-2012		12-01-2018
svido0000067	0202021	7	35.3533	01-01-2012		12-01-2018
svido0000067	0202021	7	36.6876	10-01-2012		12-01-2018
svido0000067	0202021	7	36.558	10-01-2013		12-01-2018
svido0000068	0202022	7	33.2011	01-01-2012		12-01-2018
svido0000068	0202022	7	32.743	10-01-2013		12-01-2018
svido0000069	0202023	7	41.4705	01-01-2012		12-01-2018
svido0000070	0202024	7	45.0189	01-01-2012		12-01-2018
svido0000070	0202024	7	46.7181	10-01-2012		12-01-2018
svido0000070	0202024	7	46.5531	10-01-2013		12-01-2018
svido0000071	0202025	7	22.3783	01-01-2012		12-01-2018
